word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
評比,6401,評定比較。如：「這兩篇作品，經過專家評比之後，難分軒輊。」,To evaluate and compare various items or productions.,對事物進行評定和比較，以找出優劣或差異。,這個比賽的評比標準非常清楚，讓每位參賽者都能明白如何得分。 / 在評比過程中，專家們仔細考量每一個作品的優缺點。 / 評比結果揭曉後，獲獎者們都非常感動，因為他們付出了很多努力。 / 這兩部電影的評比讓觀眾們都陷入了深思，不同的觀點引發了熱烈的討論。 / 為了讓評比更具公正性，主辦方邀請了來自各界的專業人士參與評審。 / 參加評比的學生們都非常緊張，期待看到最終的評比結果。 / 每年的藝術作品評比都吸引了許多優秀的年輕藝術家參加，展現他們的創意才華。 / 在這次的科技競賽中，評比團隊特別關注參賽者的創新能力和實際應用潛力。 / 評比小組討論後決定，這個項目的獨特性使它在眾多參賽作品中脫穎而出。 / 評比活動不僅提高了大家的參與感，也促進了彼此之間的友誼和合作精神。 / 根據專家的評比，這本書的內容和寫作風格都獲得了非常高的評價。,n,專家評比 / 學校評比 / 評比標準 / 評比結果 / 參加評比 / 進行評比 / 評比活動 / 評比項目 / 公正評比 / 嚴格評比,píngbǐ,ㄆㄧㄥˊㄅㄧˇ,"優缺點, 參賽, 獲獎, 感, 得分"
平淡無奇,6402,事物平凡，沒有特色。如：「對他而言，生活過得平淡無奇也是一種幸福。」《兒女英雄傳》第一九回：「聽起安老爺這幾句話，說得來也平淡無奇，瑣碎得緊，不見得有甚麼驚動人的去處。」,Ordinary and unremarkable; lacking distinct features or qualities.,事物平凡，沒有特色。,雖然這部電影的情節平淡無奇，但演員的表現讓人感到溫暖。 / 他的人生過得平淡無奇，但他卻始終保持著一顆感恩的心。 / 這個故事的開頭看似平淡無奇，卻在結尾出現了意想不到的轉折。 / 我們的週末活動有時候平淡無奇，但和朋友一起聊天總是讓人感到快樂。 / 他每天的工作平淡無奇，但他對職責的堅持值得大家尊敬。 / 儘管這幅畫看起來平淡無奇，藝術家卻在作品中注入了深刻的情感。 / 她的生活雖然平淡無奇，但每一個小瞬間都讓她感到滿足。 / 這本書的情節平淡無奇，卻讓人對於生活有了新的思考。 / 他們的婚姻生活看似平淡無奇，卻充滿了彼此的理解與支持。 / 這首歌的旋律平淡無奇，但每次聽都能喚起我的回憶。 / 他的平淡無奇的日子裡，總有一些小確幸讓他感到快樂。,idiom,平淡無奇的生活 / 平淡無奇的日子 / 平淡無奇的人生 / 平淡無奇的事物 / 平淡無奇的故事 / 平淡無奇的經歷 / 生活過得平淡無奇 / 平淡無奇的情感 / 平淡無奇的心情 / 平淡無奇的選擇,píngdànwúqí,ㄆㄧㄥˊㄉㄢˋㄨˊㄑㄧˊ,"看似, 幸, 確"
平定,6403,平穩安定。[例]經過一番勸撫，他激動的情緒漸漸平定下來。,"To calm, stabilize, and bring order to a situation, especially to quell unrest or disorder.",使情緒或狀態變得平穩安定。,經過專家的調解，社區之間的矛盾終於平定下來。 / 在教師的引導下，學生們的情緒逐漸平定，恢復了上課的秩序。 / 藉由安撫與溝通，兩國之間的緊張關係漸漸平定，恢復了經濟合作。 / 在醫護人員的精心照料下，病人的焦慮情緒逐漸平定，能夠安心休息。 / 經過數小時的努力，救援團隊終於將災區的混亂局勢平定。 / 在家長的陪伴和安慰下，小孩的情緒漸漸平定，重新投入遊戲中。 / 隨著警方的介入，街頭的騷動逐漸平定，恢復了周圍的安靜。 / 在心理輔導師的幫助下，失去親人的悲痛情緒慢慢平定，開始面對新的生活。 / 透過持續的對話，兩位商業夥伴之間的糾紛最終得以平定，簽訂了新的合約。 / 在民眾的配合下，抗議活動的火焰逐漸平定，社會恢復了日常運作。 / 透過文化交流，國與國之間的誤解逐步平定，增進了彼此的信任。,vp-i,情緒平定 / 局勢平定 / 騷動平定 / 心態平定 / 事態平定 / 壓力平定 / 心情平定 / 生活平定 / 動盪平定 / 關係平定,píngdìng,ㄆㄧㄥˊㄉㄧㄥˋ,警
平定,6403,平息動亂。[例]鎮暴警察迅速的平定了那場監獄暴動。,To quell or pacify a disturbance or unrest.,平息動亂，使局勢恢復穩定。,在政府的努力下，最後成功平定了民間的抗議活動。 / 這次的軍事行動迅速而有效，將叛亂勢力平定在萌芽狀態。 / 隨著新的政策出台，當地的緊張局勢也逐漸平定下來。 / 警方發表聲明，已經有效平定了近期的暴力事件，保證市民安全。 / 中央政府派遣特遣隊前往該地區，以平定持續數週的暴動。 / 在國際社會的調解下，兩國的貿易爭端最終得以平定，恢復了正常的經濟交流。 / 為了維護社會穩定，當局加強了對遊行活動的管理，有效平定了潛在的動亂。 / 一夜之間，當地居民自發組織巡邏，協助警方平定了夜間的騷亂。 / 在專家們的努力下，這場關於環境政策的激烈討論終於得以平定，各方達成了共識。 / 政府宣布將增加資源投入，以平定因經濟困難引發的社會不滿情緒。 / 在外交部的積極斡旋下，長期以來的兩國邊界糾紛終於得以平定，雙方簽署了和解協議。,vp-t,平定動亂 / 平定暴動 / 平定局勢 / 平定事件 / 平定分歧 / 平定爭端 / 平定紛爭 / 武力平定 / 快速平定 / 有效平定,píngdìng,ㄆㄧㄥˊㄉㄧㄥˋ,"斡旋, 近期, 遣, 武, 特, 期, 警"
評定,6404,批評判定、審核等第。[例]這家公司被評定為今年度的優良廠商。,"To evaluate, assess, or rank based on criteria; to judge or determine the status of something.",對某個對象進行批評性判定與審核，給予其等級或評價。,這家餐廳的衛生狀況經過評定後，被列為不合格的經營業者。 / 在校內活動結束後，參與的學生依照表現被評定為優、良、中、可四個等級。 / 本次比賽的評定標準十分明確，所有參賽者必須按照規定進行。 / 每位評委負責對作品進行評定，最後由評定團統一公布結果。 / 根據評定的結果，這個項目明年將得到更多的資金支持。 / 計畫評定標準的指導方針已經正式公布，所有相關單位都必須遵循。 / 根據最近的市場調查，該產品的質量評定結果顯示其競爭力下降。 / 在學期末，老師會對學生的學習成果進行評定，並提供建議以便於未來的改進。 / 為了確保評定過程的公平性，所有參與者都必須簽署聲明，表明無利益衝突。 / 這次環境評定的報告將於下週發佈，屆時將討論改善措施的具體內容。 / 評定機制的建立對於提升服務質量具有重要意義，將有助於消費者的選擇。,vp-t/N,評定標準的指導 / 評定結果的公佈 / 評定報告的撰寫 / 重新評定的必要 / 評定的依據 / 評定資料的收集 / 評定機制的建立 / 專業的評定 / 評定委員會的成立 / 評定的準確性,píngdìng,ㄆㄧㄥˊㄉㄧㄥˋ,"參賽, 評定為, 列為, 評委, 業, 有助, 校, 質量"
平反,6405,洗雪冤情。[例]經過上訴，他的冤屈終得平反。,To redress a wrong; to exonerate someone who has been unjustly accused or convicted.,洗清冤屈，使受到不公正對待的人或事得到正義。,這位歷史學家花了多年時間，終於為那樁冤案撰寫了研究報告，希望能夠平反歷史。 / 經過不懈的努力，受害者的家屬終於得到政府的正式聲明，宣告案件平反。 / 在社會運動的推動下，許多歷史不公的事件得到了重新調查與平反。 / 新政府上任後，積極處理之前的冤屈案件，並承諾將逐步平反所有不公正的判決。 / 維權組織的律師們每天都在法院奮鬥，爭取那些被錯誤判刑的人的平反機會。 / 獲得平反後，他終於能夠重拾昔日的榮耀與尊嚴。 / 在民眾的支持下，這位被誤判的作家終於看到希望，期待能夠平反自己的名譽。 / 長年被指控的科學家，終於在新證據出現後，等到了平反的契機，以恢復他的學術地位。 / 政府通過立法，專門設立機構來處理歷史冤案，以確保每一個受害者都能夠得到平反。 / 在真相大白之後，社會各界齊心協力，為那些歷經磨難的人爭取應有的平反與正義。 / 平反的過程中，許多人站出來作證，揭示了隱藏在尘封歷史背后的真相。,va-t,平反冤屈 / 爭取平反 / 平反錯誤 / 平反歷史 / 平反聲明 / 獲得平反 / 平反案件 / 平反過程 / 平反程序 / 平反不公,píngfǎn,ㄆㄧㄥˊㄈㄢˇ,"判刑, 重拾, 懈, 維權, 尘, 冤案, 誤判, 后"
平房,6406,只有一層的房子。[例]隨著居民的經濟好轉，原本處處可見的平房，現已紛紛改建成高樓大廈。　◎◎,A single-story house.,只有一層的房子。,這個社區裡的平房，大多數都是幾十年前建的。 / 平房的設計非常實用，讓住戶可以享受一樓的便利。 / 隨著城市的擴張，原本的平房逐漸被高樓大廈所取代。 / 這對老夫妻終於實現了搬入平房的夢想，過上了悠閒的退休生活。 / 在這條平房巷子裡，孩子們經常在外面開心地玩耍。 / 這個社區裡的平房，大多數都是幾十年前建的。 / 平房的設計非常實用，讓住戶可以享受一樓的便利。 / 隨著城市的擴張，原本的平房逐漸被高樓大廈所取代。 / 這對老夫妻終於實現了搬入平房的夢想，過上了悠閒的退休生活。 / 在這條平房巷子裡，孩子們經常在外面開心地玩耍。 / 平房的花園裡種滿了各式各樣的花草，讓人感到一陣清新。 / 這棟舒適平房的屋頂經常能看到小鳥停留，增添了許多生機。,n,平房居民 / 平房大街 / 舊平房 / 新平房 / 平房出租 / 平房租金 / 每棟平房 / 獨棟平房 / 舒適平房 / 平房環境,píngfáng,ㄆㄧㄥˊㄈㄤˊ,"建, 花草, 搬入"
平分,6407,平均分配。[例]我和姊姊將投資後所賺的錢平分。,To divide equally or share proportionally.,平均分配某物，使每個人或每部分得到相同的份額。,我和朋友們計畫將這次的旅遊費用平分。 / 老師要求學生們平分一篇文章的總字數，每人寫二十個字。 / 在這次的比賽中，獎品將由前兩名選手平分。 / 為了公平起見，我們決定把這塊蛋糕平分成八份。 / 領導希望團隊成員能夠平分責任，以提高工作效率。 / 這次的派對費用由所有參加者平分，這樣每個人都能負擔得起。 / 我們在討論中決定將這筆贊助金平分給每個需要幫助的學生。 / 所有人都同意把這項任務平分，讓每個人都有機會參與。 / 我的兄弟姐妹之間，父母的遺產也需要公平地平分。 / 為了減輕壓力，老師提議將作業量平分到接下來的幾天內完成。 / 這次的獎學金將按照每個學生的需求，進行合理的平分。,va-t,平分收支 / 平分利潤 / 平分時間 / 平分工作 / 平分費用 / 平分報酬 / 平分資源 / 平分獎金 / 平分責任 / 平分機會,píngfēn,ㄆㄧㄥˊㄈㄣ,"額, 物, 起見, 金, 分為, 地平, 姐妹"
評分,6408,依一定的標準，根據成績給予分數。[例]本次比賽經評審評分後，成績已公布在公告欄了。,To score or give points based on a set standard or criteria.,按照一定的標準，根據成績給予分數。,老師在期末考試後，花了很多時間來評分每位學生的作業。 / 評分標準明確，確保了每個學生都能公平競爭。 / 學生們等待評分結果時，緊張得心怦怦跳。 / 在音樂比賽中，評審根據演出的表現進行評分。 / 如果學生能按照評分準則進行自我檢討，將有助於他們更快進步。 / 教師在課堂上使用即時評分系統，以便迅速給予學生反饋。 / 評分時，老師特別注意學生的理解過程，而不僅僅是最終答案。 / 在體育競賽中，評分會考慮參賽者的技巧和運動精神。 / 學校為每位評分教師提供了專業培訓，確保評分的一致性和公正性。 / 每次模擬考試後，學生們都期待著老師的評分，希望能看到自己的進步。 / 由於評分制度的調整，學生們對於這學期的成績變得更加期待和緊張。,va-t,評分標準 / 評分制度 / 評分結果 / 評分方式 / 及格評分 / 總體評分 / 自我評分 / 考試評分 / 評分準則 / 評分項目,píngfēn,ㄆㄧㄥˊㄈㄣ,"參賽, 怦, 期末, 反饋, 有助"
平復,6409,回復到平靜的狀態、平息或復原的狀態。[例]經過戰爭的摧殘，往日的家園恐怕難以平復了。,To return to a calm state; to soothe or restore.,回復到平靜的狀態，或是平息、復原的狀態。,經過一段時間的調整，他的心情終於平復了。 / 在父母的關心下，她的焦慮情緒漸漸平復。 / 她透過冥想和放鬆鍛鍊，讓自己能夠平復那份不安。 / 雖然事情一開始讓他感到驚慌，但在冷靜思考後，他的情緒也平復過來了。 / 在專業心理輔導的協助下，那個遭遇重大打擊的人漸漸平復了內心的波瀾。 / 經過反覆的想法，他的情緒終於平復下來，能夠理性面對問題。 / 隨著時間的推移，這場突如其來的危機讓大家感到不安，但最終情緒得以平復。 / 在朋友的陪伴下，她的心情逐漸平復，重新找回了生活的節奏。 / 透過寫作，他發現自己能夠更好地表達情感，從而讓心中的波動平復。 / 在觀看了一部感人的電影後，他的情緒得到了很好的釋放，也逐漸平復了心境。 / 經過專業的訓練與心理輔導，許多人學會了如何面對挑戰，並心情平復了內心的焦慮。,va-i,情緒平復 / 心情平復 / 時間平復 / 脾氣平復 / 心理平復 / 精神平復 / 情緒平復 / 壓力平復 / 交涉平復 / 談判平復,píngfù,ㄆㄧㄥˊㄈㄨˋ,找回
平衡點,6410,,A balance point; A point of equilibrium or compromise in a situation.,平衡點是指在多種力量或因素之間取得相對穩定的狀態，通常意味著沒有一方過於強大或弱小。,尋找工作和休閒生活之間的平衡點對於心理健康非常重要。 / 在家庭和事業的考量中，每個人都要努力找到自己的平衡點。 / 達到財務管理的平衡點可以幫助人們減少經濟壓力。 / 在人際關係中，建立相互信任的平衡點能夠促進持久的友誼。 / 為了提高學習效率，學生們應該尋找學習與娛樂之間的平衡點。 / 在環境保護與經濟發展之間，政府必須找到一個有效的平衡點。 / 在飲食控制方面，了解健康飲食與美味享受的平衡點對於長期減肥成功至關重要。 / 社交媒體的使用需要把握好平衡點，避免沉迷影響日常生活。 / 在緊張的工作狀態下，適當調整壓力與放鬆的平衡點能提高工作效率。 / 學校在設計課程時，應考慮知識傳授與學生興趣之間的平衡點。 / 在運動和休息之間找到理想的平衡點，有助於身體的全面恢復。,n,一個平衡點 / 達到平衡點 / 尋找平衡點 / 確立平衡點 / 平衡點的重要性 / 平衡點的影響 / 在平衡點上 / 平衡點的調整 / 找到自己的平衡點 / 影響平衡點,pínghéngdiǎn,ㄆㄧㄥˊㄏㄥˊㄉㄧㄢˇ,"期, 有助"
平緩,6411,形勢缺少變化而顯得緩和。[例]地勢平緩、聲調平緩,Gentle or gradual; referring to a situation or terrain that is smooth and lacking steep variations.,形勢缺少變化而顯得緩和。,這個山谷的地勢平緩，非常適合農作。 / 在這裡散步，路面的平緩讓我感到十分舒適。 / 老師的聲音平緩，讓學生們很快就安靜下來了。 / 這段音樂的旋律平緩，讓人感到放鬆。 / 我喜歡坐在公園的長椅上，靜靜地享受周圍平緩的氛圍。 / 今天的討論氣氛很平緩，大家都能友好地交流觀點。 / 這幅畫的色彩平緩，讓人感到心情非常愉悅。 / 在這個寧靜的湖邊，水面的平緩讓我感到內心安寧。 / 他的講話風格平緩，讓聽眾能更容易理解他的觀點。 / 這本書的故事情節平緩，非常適合晚上入睡前閱讀。 / 這次旅行的路線設計得很平緩，不會讓人感到疲憊。,vs-adj,地勢平緩 / 情緒平緩 / 氣候平緩 / 心情平緩 / 發展平緩 / 壓力平緩 / 速度平緩 / 步伐平緩 / 交談平緩 / 變化平緩,pínghuǎn,ㄆㄧㄥˊㄏㄨㄢˇ,農作
平緩,6411,安靜下來而覺舒緩。[例]我現在心情已平緩下來，沒剛剛那麼激動。,Calm and steady; referring to a state that has become tranquil and less intense.,心情或情勢從激動或緊張變得安靜並舒緩。,經過一段時間的靜坐，我的心情已經平緩下來，感覺更加冷靜。 / 在爭論之後，他們成功找到共同點，使氣氛逐漸平緩。 / 她聽著輕柔的音樂，心中的焦慮漸漸變得平緩。 / 在這場激烈的比賽中，選手們的情緒偶爾失控，但最終還是平緩了下來，專注於比賽。 / 隨著時間的推移，我們的對話內容變得輕鬆而平緩，彼此都感到更加舒適。 / 當局勢平緩後，大家開始討論未來的計劃。 / 經過深呼吸的練習，他的緊張情緒逐漸平緩，讓他能夠更好地應對挑戰。 / 在教室裡，老師用輕鬆的話題引導，讓學生們的情緒也慢慢平緩下來。 / 在這片安靜的森林中，我的心情隨著自然的平緩變得愉悅和放鬆。 / 隨著天色漸晚，活動的節奏也變得平緩，讓每個人都能享受當下的時光。 / 聆聽著海浪的聲音，我的心情也隨之平緩，感受到了一種深深的安寧。,vs-i,心情平緩下來 / 情緒平緩之後 / 她的呼吸變得平緩 / 背景音樂使氛圍平緩 / 他努力使自己平緩 / 做深呼吸讓心情平緩 / 當局勢平緩後 / 悲傷的情緒平緩 / 事態略為平緩 / 自然平緩的景色,pínghuǎn,ㄆㄧㄥˊㄏㄨㄢˇ,"隨, 共同點, 深呼吸"
評鑑,6412,評審及鑑定事物的計畫和施行結果，以為改進的參考。[例]教育主管單位每年定期評鑑各級學校的教學水準。,A systematic evaluation and assessment of a project or performance.,對事物進行評審和鑑定，並依據結果提供改進的參考。,為了提升服務品質，這家飯店每年都會進行一次評鑑，以收集客人的意見和建議。 / 學校的評鑑標準包括學生的學習成績、老師的教學表現和課程的安排。 / 市政府定期評鑑社區活動的效果，以確保資金的有效使用。 / 在這次的評鑑過程中，專家們發現了許多可以改進的地方，以幫助該機構提升效率。 / 根據評鑑報告，這個非營利組織的工作得到了高度的肯定，特別是在志願者的培訓方面。 / 教育部每年都會進行評鑑，以確保各大學的教學質量符合國家標準。 / 為了增進運動隊的實力，教練會在賽季結束後對球員的表現進行評鑑，並提出改進建議。  / 公司在每個財年結束時都會進行業務評鑑，以分析市場趨勢並調整未來的策略。  / 這個新產品的評鑑結果顯示，它在市場上獲得了良好的反響，特別受到年輕消費者的喜愛。  / 評鑑小組在訪問了該機構的各個部門後，對其團隊合作的效果給予了充分的肯定。  / 在進行評鑑之前，主管們會召開會議，討論評鑑的方向和重點，以確保過程的順利進行。,n,一次評鑑 / 評鑑報告 / 評鑑標準 / 評鑑結果 / 進行評鑑 / 實施評鑑 / 客觀的評鑑 / 有效的評鑑 / 定期評鑑 / 根據評鑑,píngjiàn,ㄆㄧㄥˊㄐㄧㄢˋ,"質量, 財年, 市政府"
憑空,6413,沒有根據，無緣無故的。[例]他在選舉時，憑空捏造謠言以中傷對手，但選民的眼睛是雪亮的，他最終還是落選。,Unfounded; without reason or basis.,沒有根據，無緣無故。,他未曾到過那個地方，卻憑空描述了一段他的旅程。 / 老闆憑空增加了我們的工作量，讓大家感到非常困惑。 / 她懷疑自己憑空得到了這份獎學金，因為她並沒有提交任何申請。 / 他憑空提出了一個新的計畫，但並沒有任何根據或數據支持。 / 在沒有任何證據的情況下，她憑空指控同事偷竊，讓大家都感到震驚。 / 他的憑空猜測讓大家感到困惑，因為沒有任何實際依據。 / 他憑空創造了一個故事，讓朋友們都感到驚訝和好奇。 / 報導中出現了憑空的數據，使得整個新聞報導的可信度下降。 / 她憑空聲稱自己是這個項目的負責人，事實上她只是一名實習生。 / 他憑空想像了未來的發展，卻沒有考慮到現實情況的影響。 / 在會議上，他憑空編造了一些建議，卻缺乏實際的支持資料。,adv,憑空捏造謠言 / 憑空猜測事情 / 憑空想像情況 / 憑空編造故事 / 憑空的指控 / 憑空的主張 / 謠言憑空而生 / 指控憑空存在 / 突然憑空出現 / 毫無根據憑空猜想,píngkōng,ㄆㄧㄥˊㄎㄨㄥ,"毫無, 工作量, 未曾, 提交"
評判,6414,評定判別。[例]這兩幅畫畫風各有千秋，難以評判優劣。,To assess and determine the merits or faults of something.,對某事物進行評定和判別。,這兩位詩人的作品風格截然不同，讓人難以評判誰更優秀。 / 在這場比賽中，評判的標準非常清楚，以便參賽者知道如何提高自己的表現。 / 評判一部電影的好壞，有時候取決於觀眾的個人感受和期待。 / 客觀評判一個人的能力，必須考慮他在不同情況下的表現。 / 當評判這幅畫的時候，考慮到藝術家的背景對於理解作品的深層意義很重要。  / 在學校的作文比賽中，評判老師會仔細檢查每篇文章的內容和語法。 / 評判一場音樂會的成功與否，人們普遍會關注演奏者的技術和情感表達。  / 這部小說的評判標準包括故事情節、人物塑造以及讀者的共鳴程度。  / 在體育競賽中，評判的公平性至關重要，這樣才能讓每位選手都感到納入競爭。 / 對於這款新手機的評判，消費者的使用經驗和實際功能都是非常重要的考量因素。  / 雖然這兩位畫家的技巧都非常高超，但在藝術評論界，對於他們的評判仍然存在很大爭議。,va-t,評判標準 / 評判結果 / 評判能力 / 評判方法 / 客觀評判 / 主觀評判 / 難以評判 / 公正評判 / 評判基準 / 評判指標,píngpàn,ㄆㄧㄥˊㄆㄢˋ,"參賽, 機, 判別, 與否"
平平,6415,普通，沒有特別之處。[例]成績平平、表現平平,Ordinary; unremarkable; lacking special features or qualities.,普通，沒有特別之處。,他的成績平平，沒有特別突出的一科。 / 學校的體育課表現平平，但老師鼓勵學生積極參加。 / 在這次比賽中，我的表現平平，只得到了參加獎。 / 這部電影的評價平平，觀眾反應不如預期。 / 雖然他的才華平平，但他仍然努力工作，追求自己的夢想。 / 雖然這道菜的味道平平，不過適合每一個人的口味。 / 他在面試中的表現平平，未能給考官留下深刻印象。 / 這款手機的功能平平，但價格卻非常實惠。 / 她的藝術作品評價平平，卻依然吸引了一些忠實的粉絲。 / 這次旅行的景點平平，但同行的朋友讓旅程變得有趣。 / 他的創意平平，但仍然獲得了老師的讚賞。 / 這本書的故事情節平平，卻充滿了生活的真實感。,vs-adj,成績平平 / 表現平平 / 生活平平 / 評價平平 / 產品平平 / 質量平平 / 進步平平 / 效果平平 / 策略平平 / 創意平平,píngpíng,ㄆㄧㄥˊㄆㄧㄥˊ,"考官, 質量, 體育課"
平生,6416,終生、一生。[例]他平生無大志，只求一家人平安健康。,A lifetime; throughout one's life.,終生或一生。,他平生都在追求真理，希望能對社會有所貢獻。 / 她平生最愛的莫過於旅行，因為每一次的探索都讓她的心靈得到洗滌。 / 即使遭遇困難，他平生也不曾放棄過自己的理想，每一步都走得堅定而有力。 / 她平生的願望就是能夠建造一所孤兒院，讓更多的孩子得到溫暖和關愛。 / 在朋友的鼓勵下，他平生第一次嘗試公開演講，克服了自己的緊張與不安。 / 他平生的信念是「誠實為本」，因此無論在工作或生活中，他一直堅持做一個正直的人。 / 儘管經歷了無數挫折，她平生始終相信愛與希望的力量，讓她能夠重新站起來。 / 他平生的經歷充滿了波折與挑戰，但這些都讓他成為一個更加成熟和睿智的人。 / 她平生的成就不在於名利，而是在於她能夠幫助他人，讓這個世界變得更加美好。 / 在每一個生日，他都會回顧平生的點滴回憶，感激生命中每一個出現過的人。 / 他的平生追求是學習，因為他相信知識能夠改變命運，帶來更大的可能性。,n,平生的志向 / 平生的經歷 / 平生的願望 / 平生的追求 / 平生的成就 / 平生的朋友 / 平生的幸福 / 平生的信念 / 平生的回憶 / 平生的願景,píngshēng,ㄆㄧㄥˊㄕㄥ,
平實,6417,平易實在，不浮誇虛飾。[例]他為人平實，不喜歡誇大其辭。,Plain and unpretentious; characterized by simplicity and authenticity.,性格平易實在，不浮誇虛飾。,這篇文章用平實的語言描述了生活中的小確幸。 / 我喜歡聽她講故事，因為她的表達方式平實而有趣。 / 昨天的講座讓我感受到，平實的知識同樣可以激發人們的思考。 / 他的見解雖然平實，但卻深入人心，讓人反思。 / 她平實的態度讓每個人都感到放鬆，不再有壓力。 / 在這個繁華的世界裡，我們應該珍惜平實的生活。 / 老師的教學方式平實易懂，使學生們能夠輕鬆掌握知識。 / 平實的對話能夠拉近彼此的距離，讓人感受到真誠的情感。 / 他總是以平實的方式看待問題，讓複雜的事情變得簡單。 / 這部電影雖然情節平實，但卻深刻地反映了現實生活的真實面。 / 我欣賞她對待困難的平實態度，讓我學會了面對挑戰。,vs-adj,平實的生活 / 平實的語言 / 平實的表達 / 平實的態度 / 平實的價值 / 平實的想法 / 平實的觀點 / 平實的方式 / 平實的溝通 / 平實的情感,píngshí,ㄆㄧㄥˊㄕˊ,"幸, 易懂, 虛飾, 平易, 確, 拉近"
平順,6418,平穩順利。[例]哥哥的求學過程一直很平順，沒遇過什麼挫折。,Smooth and unimpeded; refers to a state or process that is stable and progressing without obstacles.,狀態平穩且進行順利，沒有遇到困難或挫折。,他的求職過程非常平順，面試一帆風順，很快就找到理想的工作。 / 今天的旅程非常平順，沿途風景如畫，我們還遇到了一些友善的當地居民。 / 即使工作忙碌，她的心情依然平順，對每一天都保持積極的態度。 / 在父母的支持下，他的學習生活一直平順，讓他能專注於實現自己的夢想。 / 這次的商業洽談進行得格外平順，雙方對合作的意見完全一致，讓人感到意外之喜。 / 他的健康狀況這幾年一直很平順，定期運動和良好的飲食習慣讓他保持活力。 / 會議的進展非常平順，各位與會者都踴躍發言，達成了一致的共識。 / 在專業指導下，她的藝術創作過程非常平順，靈感源源不斷，作品也愈發精緻。 / 他和朋友的關係一直平順，彼此之間坦誠相待，讓友誼更加深厚。 / 昨晚的演出非常平順，樂團的表現獲得了觀眾的熱烈掌聲。 / 銀行的貸款申請過程相當平順，所有文件都準備齊全，讓他的財務事務能夠發展平順。,"vs-i, vs-adj",生活平順 / 工作平順 / 旅途平順 / 發展平順 / 感情平順 / 心情平順 / 事情平順 / 求學平順 / 進展平順 / 健康平順,píngshùn,ㄆㄧㄥˊㄕㄨㄣˋ,"相待, 昨晚, 喜, 求職"
平素,6419,平時、素來。[例]他平素就很注重養生之道，所以看不出來今年已經六十歲了。,Usually; customary; habitual.,平時指的是日常生活中的一般情況，素來則強調從以前到現在一直如此。,她平素溫柔待人，因此大家都很喜歡跟她相處。 / 平素忙碌的他，總是在周末陪伴家人，彌補平日的缺席。 / 他平素就有運動的習慣，最近的比賽成績讓人驚艷。 / 在工作上，她平素謹慎小心，從不輕易做出決定。 / 他平素熱愛閱讀，書架上擺滿了各種各樣的書籍。 / 平素沒有受到太多壓力的他，這次考試卻緊張得無法入睡。 / 她平素待人友善，這讓她在同事中建立了良好的人際關係。 / 平素愛喝咖啡的他，這段時間卻開始嘗試健康飲品。 / 他平素注重保持身體健康，每天都會抽出時間運動。 / 在學習上，平素自律的她，這學期依然保持著優異的成績。 / 他平素的習慣是喜歡探索新知識，這次的講座使他受益匪淺。,adv,平素生活 / 平素的習慣 / 平素心情 / 平素的行為 / 平素的態度 / 平素思考 / 平素的準備 / 平素的表現 / 平素的選擇 / 平素的生活方式,píngsù,ㄆㄧㄥˊㄙㄨˋ,"驚艷, 擺滿, 飲, 受益匪淺, 素"
平心靜氣,6420,心情平和，態度冷靜。[例]你先平心靜氣，我們再好好思考對策。,Calm and unruffled; having a peaceful state of mind.,心情平和，態度冷靜。,今天的會議很重要，我希望大家能夠平心靜氣地討論問題，而不是情緒化地發言。 / 當我們面對困難時，如果能平心靜氣，就能更有效地找到解決辦法。 / 在處理爭執時，雙方如果都能保持平心靜氣，事情就不會變得那麼緊張。 / 面對批評，他決定平心靜氣地聆聽對方的意見，而不是馬上反駁。 / 他在考試失利後，試圖平心靜氣地分析自己的錯誤，以便在下次做得更好。 / 無論遇到什麼挑戰，學會平心靜氣面對，才能找到最好的解決方案。 / 討論時，如果每個人都能平心靜氣地表達自己的觀點，將更容易達成共識。 / 在生活中，我們常常需要平心靜氣地面對不如意的事情，這樣才能保持內心的平衡。 / 她在緊張的比賽中，努力保持平心靜氣，最終獲得了優異的成績。 / 希望你能平心靜氣地思考這個問題，這樣才能找到真正的解決方法。 / 即使面對外界的壓力，我們也要學會平心靜氣，以便做出明智的決定。,idiom,保持平心靜氣 / 用平心靜氣的態度 / 平心靜氣地思考 / 以平心靜氣的方式 / 用平心靜氣的心態 / 平心靜氣地處理 / 以平心靜氣面對 / 學會平心靜氣 / 希望你平心靜氣 / 更加平心靜氣,píngxīn jìngqì,ㄆㄧㄥˊ ㄒㄧㄣ ㄐㄧㄥˋ ㄑㄧ,
