word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
惡狠狠,4664,非常凶惡的樣子。[例]敵人惡狠狠的瞪了他一眼。,Fierce and menacing; showing great hostility or anger.,非常凶惡的樣子。,他在街上遇到流氓，對方惡狠狠地盯著他，讓他感到非常恐懼。 / 當他知道自己的計畫被揭穿時，惡狠狠地指責了所有人。 / 他雖然平時和藹可親，但一生氣起來，表情變得惡狠狠，大家都不敢靠近。 / 當她發現有人私自使用她的照片時，用惡狠狠的語氣警告對方不要再這樣做。 / 在比賽中，對手惡狠狠地盯著他，似乎表示在賽場上絕不留情。 / 他在社交媒體上被惡狠狠地批評後，心裡感到一陣不舒服，決定暫時關閉帳號。,vs-adj,惡狠狠的眼神 / 惡狠狠地盯著 / 惡狠狠地 / 惡狠狠的表情 / 惡狠狠的語氣 / 惡狠狠的威脅,è hěn hěn,ㄜˋ ㄏㄣˇ ㄏㄣˇ,賽
惡名,4665,不好的名聲。[例]他奮發向上，努力工作，希望能去除以往流傳在外的惡名。,A bad reputation; refers to a negative or ill-famed status associated with someone or something.,不好的名聲。,這個城市在過去因為腐敗的官員而擁有惡名，影響了觀光產業的發展。 / 雖然他在社區做了許多好事，但是曾經的惡名仍然讓人們對他心存疑慮。 / 這家公司因為環境污染問題一再被媒體報導，直到現在都無法擺脫這種惡名。 / 他惡名昭彰，沒有人敢輕易接近他。 / 這位藝人曾經鬧出醜聞，但是最近她努力回歸，想要洗刷掉以往的惡名。 / 這個國家因為人權問題而受到國際社會的批評，讓其在外交上留下惡名。,n,惡名昭彰 / 惡名遠揚 / 擺脫惡名 / 去除惡名 / 留下惡名 / 洗刷惡名,èmíng,ㄜˋㄇㄧㄥˊ,"惡名昭彰, 揚, 惡"
愕然,4666,受驚而失神的樣子。[例]對這個突如其來的消息，眾人不禁為之愕然。,Astonished; in a state of shock or disbelief due to unexpected circumstances.,受驚而失神的樣子。,當她在晚會上宣布退休時，大家都愕然無語，難以相信她的決定。 / 消息宣布時，所有與會的人都愕然不已，完全沒想到會有這樣的決定。 / 聽到他被晉升為總經理的消息，朋友們都愕然不已，因為他從來沒有表現出那麼強烈的事業心。 / 在聽到意外的裁員消息後，當場的每一個人都愕然不已，氣氛瞬間變得緊張。 / 那部電影的結尾揭示了驚人的真相，以至於觀眾們都愕然地坐在座位上，久久無法回過神來。 / 看到那幅保存完好的歷史畫作，藝術愛好者們愕然震驚，這樣的珍品竟然能夠在私人收藏中出現。,vs-i,讓人愕然 / 令人愕然 / 愕然無語 / 愕然地 / 愕然不已 / 愕然的消息,èrán,ㄜˋㄖㄢˊ,"失, 總經理"
扼殺,4667,掐住脖子使致死。後引申指抑制，使其無法生存、發展。[例]你這種作為，簡直是扼殺他的藝術生命。,"To strangle or choke, originally meaning to grasp the neck and cause death; by extension, it refers to suppressing or stifling something to prevent its existence or development.",掐住脖子使人致死，後引申為抑制某事物，使其無法生存或發展。,政府過度的管控政策，往往有扼殺創造力的效果。 / 在競爭激烈的職場環境中，過度的壓力會扼殺員工的工作熱情。 / 教育系統如果過於僵化，會扼殺學生的探索精神和創新能力。 / 對於新興產業的過度限制，可能會扼殺其發展潛力。 / 文化政策如果不夠開放，將會扼殺本土藝術的多元發展。 / 社會對失敗的嚴厲批評，會扼殺人們重新嘗試的勇氣。,va-t,扼殺創造力 / 扼殺夢想 / 扼殺希望 / 扼殺潛力 / 扼殺機會 / 扼殺創意,èshā,ㄜˋㄕㄚ,"控, 掐住, 引申"
扼腕,4668,用手握腕。表示內心嘆息、惋惜、失意或憤怒等不平情緒。[例]傑出優秀的他不幸遇難，師長們聞之無不扼腕。,"To grasp one's wrist, indicating inner sighing, lamentation, frustration, or anger.",用手握住自己的手腕，表示內心的嘆息、惋惜、失意或憤怒等不平情緒。,老師得知學生意外的消息，無不扼腕感慨。 / 在體育比賽中，他的失利讓觀眾們不禁扼腕，感到惋惜。 / 書中的英雄最後犧牲，讀者都扼腕嘆息，難以接受這個結局。 / 他的音樂作品落選，同行都扼腕不已，心中充滿了同情。 / 在電影高潮時，主角的悲劇命運讓觀眾們扼腕。 / 那部紀錄片揭示的現實太過殘酷，讓觀眾們扼腕嘆息，無法平靜。,idiom,不禁扼腕 / 扼腕嘆息 / 令人扼腕 / 扼腕不已 / 扼腕感嘆 / 讓人扼腕,èwàn,ㄜˋㄨㄢˋ,"太過, 落選, 握住"
惡行,4669,不好的行為。如：「他整天在外為非作歹，家人都以他的惡行為羞。」,Evil deeds; immoral or bad behavior.,不好的行為。,社會大眾應該更加關注和譴責那些危害他人的惡行。 / 今天的新聞報導了不少關於詐騙集團的惡行，讓人心寒。 / 如果不堅決制止惡行，最終將導致無法挽回的後果。 / 許多受害者勇敢站出來，揭露那些長期以來隱藏的惡行。 / 最近的社會調查顯示，許多人對媒體造謠的惡行感到無奈，但又不知如何改變現狀。 / 反對霸凌的惡行是每一個公民的責任，只有大家共同努力，才能創造一個更安全的環境。,n,惡行深重 / 惡行不端 / 追究惡行 / 譴責惡行 / 制止惡行 / 揭露惡行,èxíng,ㄜˋㄒㄧㄥˊ,"凌, 知, 期, 寒, 霸"
惡言,4670,語氣惡劣或無禮、辱罵人的話。[例]惡言相向、口出惡言,"Harsh or malicious words; Referring to speech that is rude, insulting, or abusive.",語氣惡劣或無禮、辱罵人的話。,在討論中，有人口出惡言，使氣氛變得緊張。 / 即使感到憤怒，也不應該口出惡言，這樣只會惹來更多誤解。 / 她忍受著同事的惡言，努力保持冷靜和專業。 / 在爭論中，對方突然惡言相向，讓他意識到這已經超越了理性的對話。 / 見到朋友被惡言相向，我決定站出來為她辯護。 / 有時候，無法控制情緒會導致我們說出不該說的惡言，讓事情變得更糟。,n,口出惡言 / 攻擊性惡言 / 惡言相對 / 惡言相向 / 忍受惡言 / 被惡言攻擊,è yán,ㄜˋ ㄧㄢˊ,"相, 無禮"
扼要,4671,切中要點、掌握重點。[例]簡單扼要,Concise and to the point; covering the essential aspects without unnecessary detail.,切中要點，掌握重點。,他在會議上扼要地介紹了計畫的進展情況。 / 作為一名優秀的記者，應該學會扼要而清楚地傳達資訊。 / 文章中扼要的內容讓我迅速了解了事件的全貌。 / 扼要的報告中包含了主要的重點和結論，方便大家理解。 / 清楚扼要的要點可以幫助我們更快地抓住主題的核心。 / 在這次演講中，她扼要地列出了未來計畫的幾個關鍵步驟。,vs-t,扼要的內容 / 扼要的結論 / 扼要地介紹 / 扼要地分析 / 扼要的論點 / 扼要的要點,èryào,ㄜˋㄧㄠˋ,
鱷魚,4672,動物名。爬蟲類鱷目。體型龐大，外形似蜥蜴，吻長而廣，齒銳，鱗甲堅硬，四足均有蹼。卵生。平時喜棲沼澤中，靠身體擺動及尾部拍擊在水中前進。性情凶猛，以魚、鳥、哺乳類等小型動物為食。產於熱帶及亞熱帶地區。依嘴形大致可分為寬吻鱷、球吻鱷及長吻鱷。　△鱷魚　◎,A crocodile.,動物名。爬蟲類，屬於鱷目。體型龐大，外形似蜥蜴，吻長而廣，齒銳，鱗甲堅硬，四足均有蹼。卵生。平時喜歡棲息在沼澤中，靠身體擺動和尾部拍擊在水中前進。性情凶猛，以魚、鳥、哺乳類等小型動物為食。主要分布在熱帶和亞熱帶地區。依嘴形大致可分為寬吻、球吻和長吻三種。,鱷魚的皮膚非常堅硬，可以抵禦許多天敵的攻擊。 / 在熱帶雨林中，鱷魚常常潛伏在水邊，靜靜等待獵物靠近。 / 鱷魚的尾巴非常有力，能夠幫助它快速游泳。 / 孩子們在動物園看到鱷魚時，都感到又驚又喜。 / 在非洲的河流中，鱷魚常常被稱為「水中的霸主」。 / 一隻鱷魚在陽光下曬太陽，整個過程顯得悠閒而自在。,n,一隻鱷魚 / 大鱷魚 / 殘忍的鱷魚 / 鱷魚捕食 / 被鱷魚攻擊 / 鱷魚的身體,èyú,ㄜˋㄩˊ,"銳, 亞熱, 蜥蜴, 哺乳, 型, 齒, 擺動, 食, 分為, 依, 洲, 足, 拍擊, 鱷目, 蹼, 爬蟲, 形, 驚, 喜, 雨林, 曬太陽, 捕食"
阿諛,4673,阿附諂諛。[例]他為了升遷，對上司阿諛諂媚，實在讓人不齒。,"To flatter and ingratiate oneself, often in a sycophantic manner.",奉承他人，迎合他人的意見和需求，以獲得利益或好感。,他總是對有權勢的人阿諛奉承，以期能獲得更多好處。 / 在會議上，有些人不惜使用阿諛的手段，來討好管理層。 / 她的阿諛行為讓人感到反感，大家都希望她能真誠待人。 / 雖然他表面上受到大家的歡迎，但實際上，很多人都知道他的阿諛諂媚並不真誠。 / 她在工作中經常阿諛上司，讓同事們對她的職業道德產生了質疑。 / 大家都知道，那些只懂得阿諛奉承的人，往往難以在團隊中建立真正的信任。,va-t/N,阿諛奉承 / 阿諛的心態 / 阿諛的手段 / 阿諛上司 / 阿諛的話 / 阿諛諂媚,āyú,ㄚ ㄩˊ,
厄運,4674,困苦的遭遇。[例]他相信只要努力，總有一天一定可以解除厄運。,A difficult or unfortunate situation; a circumstance marked by hardship or adversity.,困苦的遭遇或不幸的境遇。,他在商業上遭遇厄運，決定重新考慮他的投資計畫。 / 她相信努力工作可以幫助她擺脫生活的厄運。 / 他經歷了一段時間的厄運，但仍然保持樂觀的心態。 / 她在旅途中遭遇了厄運，卻意外發現了友誼的珍貴。 / 面對厄運，他選擇了不斷學習，期望未來能夠改善自己的處境。 / 在社交生活中，她感到厄運不斷，但依然努力尋找支持的朋友。,n,遭遇厄運 / 面對厄運 / 擺脫厄運 / 避免厄運 / 承受厄運 / 厄運不斷,èyun,ㄜˋㄩㄣˋ,
遏止,4675,阻止。[例]他的見義勇為，遏止了一場悲劇的發生。,To stop or prevent something from occurring.,阻止某件事情發生或繼續進行。,政府必須採取有效措施，才能遏止貪腐現象的擴散。 / 為了維護社會安全，警方加強巡邏以遏止非法行為。 / 教育部推出新政策，希望能夠遏止青少年沉迷網路遊戲的問題。 / 社會各界應該共同努力，才能有效遏止暴力行為的發生。 / 醫療機構加強對公共衛生的投入，以遏止傳染病的蔓延。 / 社區組織積極舉辦講座，目的在於提高人們的環保意識，以遏止環境污染的行為。,va-t,遏止暴力行為 / 遏止犯罪率 / 遏止貪腐現象 / 遏止傳染病 / 遏止非法行為 / 遏止環境污染,èzhǐ,ㄜˋㄓˇ,"腐, 警"
恩惠,4676,施予他人或接受他人的情誼、好處。[例]在我有生之年，必定報答他當年給我的恩惠。,Favor or kindness bestowed upon others.,給予他人或接受他人的情誼和好處。,我時常感受到朋友無私給予的恩惠，讓我倍感幸福。 / 每個人都應該學會珍惜與回報他人對我們的恩惠。 / 在困難時期，社會上好心人的恩惠讓我深感溫暖和希望。 / 這位慈善家默默地施予恩惠，讓無數家庭重新看到生活的希望。 / 我希望能夠將自己得到的恩惠，傳遞給更多需要幫助的人。 / 想到過去朋友們的恩惠，我心中充滿感激，決心不辜負他們的期望。,n,施予恩惠 / 得到恩惠 / 給予恩惠 / 珍惜恩惠 / 報答恩惠 / 施恩惠於人,ēnhuì,ㄣˉㄏㄨㄟˋ,施
恩情,4677,恩惠、深厚的情義。[例]父親至今仍不忘當年同袍冒死搭救的恩情。,"Favor or kindness received, especially from someone in a position of power or influence.",恩惠和深厚的情義。,她一直記得朋友在困難時刻給予的恩情，因此時常主動關心對方的近況。 / 他對老師多年的教導和關懷心存感激，常常提到要好好回報這份恩情。 / 在節日裡，寫感謝信是他對曾經幫助過自己的人表達感謝恩情和尊重的方式。 / 他的成功不僅是自己的努力，還有父母的恩情與支持鼓勵。 / 每當回到故鄉，他總是特意去拜訪那些曾經伸出援手的鄰居，以感謝他們的恩情。 / 老闆的恩情讓她在職場上有了更多成長的機會，於是她決定更加努力工作來回報這份厚愛。,n,父母的恩情 / 回報恩情 / 報答恩情 / 珍惜恩情 / 不忘恩情 / 感謝恩情,ēnqíng,ㄣ ㄑㄧㄥˊ,"情義, 報"
恩師,4678,對自己有恩惠的老師的敬稱。[例]今日我有如此成就，完全是靠恩師當年的教誨。,A revered teacher who has bestowed恩惠 (grace or favor) upon their students.,對自己有恩惠的老師的敬稱。,如果沒有恩師的細心指導，我今天不可能有這樣的成就。 / 在我遇到困難的時候，恩師總是耐心地教導我，讓我重新找回自信。 / 我的恩師經常鼓勵我追求夢想，讓我在困境中看到希望的曙光。 / 即使畢業多年，恩師的教誨依然留在我的心中。 / 恩師在課堂上傳授的知識，使我對這個專業領域有了更深的理解。 / 每當我回想起恩師的教導，心中總是充滿了感激與敬佩。,n,我的恩師 / 感謝恩師 / 恩師的教誨 / 恩師的鼓勵 / 恩師的指導 / 恩師的教導,ēnshī,ㄣˉㄕˉ,"找回, 敬"
恩賜,4679,施恩賞賜。[例]大自然的一切都是造物者的恩賜，我們應當好好珍惜。,To bestow grace or favor; an act of kindness or charity.,施予恩惠和賞賜的行為或狀態。,在我看來，友誼是一種無形的恩賜，讓人生充滿了溫暖與支持。 / 在困難的時刻，朋友的幫助就是一份珍貴的恩賜。 / 在我們的生活中，父母無私的愛是一種無價的恩賜，值得我們永遠珍惜。 / 每一次成功的經歷，都是過去努力的恩賜，讓我更堅定追逐夢想的信念。 / 這本書帶給我深刻的啟發，真是一份知識的恩賜。 / 健康的身體是人生最大的恩賜，我們應當用心去維護與照顧。,n,上天的恩賜 / 美好的恩賜 / 生命的恩賜 / 知識的恩賜 / 愛的恩賜 / 珍貴的恩賜,ēncì,ㄣ ㄘˋ,
恩怨,4680,恩惠與仇怨。多偏指後者。[例]我們之間的恩怨，就此一筆勾消，不再舊事重提。,A combination of gratitude and grievances; referring more to the latter.,恩惠與仇怨。一般來說，多指後者。,過去的恩怨早已不再影響我們之間的友誼。 / 他們之間的恩怨糾葛讓周圍的人感到困惑。 / 為了和平，我們應該將舊有的恩怨一筆勾消。 / 這部電影探討了家族之間的恩怨和和解的過程。 / 在社會上，很多人都希望能消除恩怨，以促進更好的合作。 / 為了孩子的將來，我們不得不放下過去的恩怨。,n,解決恩怨 / 消除恩怨 / 恩怨情仇 / 恩怨糾葛 / 放下恩怨 / 恩怨難解,ēnyuàn,ㄣ ㄩㄢˋ,"解, 怨, 早已, 消, 情"
貳,4681,「二」的大寫。[例]貳佰元,"The uppercase form of the numeral '二'; Used in financial contexts to represent the number 2, as in '貳佰元' (two hundred dollars).",「二」的大寫。,今天的報告中提到，公司的收入增加了貳十萬元。 / 在商業合約中，常常把「二」寫成「貳」來避免金額上錯誤。 / 如果這筆借款是貳佰元，那麼利息會是多少呢？ / 這個月的支出達到了貳千元，讓我必須重新考慮預算。 / 在學校的競賽中，得獎的學生會獲得貳萬獎學金作為鼓勵。 / 他告訴我，這筆貳萬元的贈款將用於慈善事業。,num,貳佰元 / 貳千元 / 貳拾元,èr,ㄦˋ,"貳佰, 佰, 貳拾, 借款"
貳,4681,重複。[例]不遷怒，不貳過。,To repeat or do something again; to have a second occurrence.,重複同樣的錯誤或行為。,我們應該記取教訓，不貳過。 / 一旦做出承諾，就應該專心去實踐，不可貳心。,vp-t,不貳過 / 不可貳心,èr,ㄦˋ,
餌,4682,用以引誘、誘捕的事物。[例]香餌、魚餌、吏餌,Bait or lure used to attract or entice; often used in the context of fishing or trapping.,用來引誘或誘捕的事物。,釣魚的時候，選擇合適的魚餌非常重要，這樣才能吸引到魚。 / 我在市場上看到新鮮的魚餌，決定買一些回家釣魚。 / 小孩用麵包屑作為餌，想要吸引附近的小鳥過來。 / 賞鳥的愛好者經常使用特製餌，希望能吸引到稀有的鳥類光臨。 / 這種誘餌不僅能吸引魚類，還能引來其他水生生物，非常適合釣魚愛好者使用。 / 這位專業漁夫總是隨身帶著各種魚餌，以應對不同的釣魚環境。,n,魚餌 / 活餌 / 鳥餌 / 捕鼠餌 / 誘餌 / 餌料,ěr,"
ˇ","引, 魚餌, 誘餌, 麵包屑, 捕, 料, 誘捕"
爾後,4683,今後、從此以後。[例]這教訓使他爾後的人生觀有了重大改變。,From now on; henceforth; in the future.,今後、從此以後。,這次的經歷讓他爾後更加珍惜身邊的人。 / 爾後的生活中，他每天都會花時間閱讀，以增進自己的知識。 / 爾後，她的朋友們發現她對生活的態度有了顯著的變化。 / 這次旅行對她爾後的生活帶來不少正面影響。 / 爾後的日子裡，她每週都會寫日記，記錄自己的心路歷程。 / 爾後的計畫中，這個團隊決定嘗試新的市場策略，以吸引更多客戶。,adv,爾後的生活 / 爾後的計畫 / 爾後的人生 / 爾後的改變 / 爾後的目標 / 爾後的發展,ěrhòu,ㄦˇ ㄏㄡˋ,
二話不說,4684,不說第二句話。表示乾脆、爽快。如：「他二話不說，一口應允下來。」,To speak without reservation; to respond immediately and decisively without hesitation.,不說第二句話，表示做事乾脆爽快。,當朋友需要幫助時，他總是二話不說就伸出援手。 / 在遇到困難的時候，他二話不說就站了出來，願意分擔我的壓力。 / 不管多忙，遇到需要協助的同事，她總是二話不說就過去幫忙。 / 當團隊需要加班準備報告時，所有成員二話不說都自願留了下來。 / 每當父母有什麼需要時，他總是二話不說就回家幫忙。 / 為了實現夢想，她二話不說直接報名參加了那個挑戰性的課程。,idiom,二話不說直接 / 二話不說答應 / 二話不說接受 / 二話不說走人 / 二話不說就 / 二話不說幫忙,èrhuàbùshuō,ㄦˋㄏㄨㄚˋㄅㄨˋㄕㄨㄛ,出來
耳目一新,4685,所見所聞和過去完全不同而有一種新奇、清新的感覺。[例]主講人風趣、豐富的演講內容，令全場聽眾耳目一新。,A refreshing and novel experience that contrasts sharply with the past.,所見所聞與過去完全不同，讓人感到新奇和清新。,他們的音樂風格融合了古典和現代元素，讓人耳目一新。 / 這次藝術展覽中的作品，顛覆了傳統觀念，讓每位參觀者都感到耳目一新。 / 下午茶的甜點選擇多樣，特別是那道創新的抹茶蛋糕，真的讓人耳目一新。 / 老師這次的課程內容設計耳目一新，讓學生們更加投入學習。 / 她的小說情節讓人意外，讓讀者有種耳目一新的感覺。 / 科技公司的新產品發布會，展示了許多前所未見的創新功能，讓與會者耳目一新。,idiom,耳目一新的感覺 / 讓人耳目一新 / 耳目一新的體驗 / 內容耳目一新 / 設計耳目一新 / 感到耳目一新,ěrmùyīnxīn,ˇㄦˇ˙ㄇㄨˋㄧㄣˋㄒㄧㄣ,"耳目一新耳目一新, 午"
耳熟能詳,4686,常常聽到，非常熟悉，所以能詳盡的說出。[例]小紅帽是大家耳熟能詳的童話故事。,Well-known and familiar due to frequent hearing; able to recount in detail.,常常聽到某事，因此非常熟悉，能夠詳盡地說出來。,知名歌手的新專輯裡，收錄了幾首耳熟能詳的經典老歌，讓人感到懷舊。 / 耳熟能詳的名言激勵著我們在困難時刻，勇敢面對挑戰。 / 每當聽到那首耳熟能詳的旋律，我就不禁想起童年的快樂時光。 / 這部電影中的對話十分耳熟能詳，讓觀眾感到情感上的共鳴。 / 在社交場合，大家討論的話題經常是那些耳熟能詳的時事焦點。 / 在兒童節慶祝活動中，耳熟能詳的兒歌帶給孩子們無限的樂趣。,idiom,耳熟能詳的童話 / 耳熟能詳的歌曲 / 耳熟能詳的名言 / 耳熟能詳的成語 / 耳熟能詳的經典 / 耳熟能詳的廣告詞,ěrshúnéngxiáng,ㄦˇㄕㄨㄣˊㄋㄥˊㄒㄧㄤˊ,兒歌
耳提面命,4687,耳提，揪著對方耳朵提醒；面命，當面告訴。耳提面命形容對人懇切教誨、叮嚀。語本《詩經．大雅．抑》。[例]教練在選手即將進場比賽前，仍不忘耳提面命一番。,"To earnestly instruct and advise someone, often implying a sense of urgency and importance.",耳提者揪著對方的耳朵提醒，面命者當面告訴。這個成語形容對人懇切教誨和叮嚀。,母親總是耳提面命地叮囑我注意安全，特別是在外面的時候。 / 在比賽前，教練耳提面命地提醒選手要保持冷靜和專注。 / 為了讓新員工能夠更快適應，公司老闆耳提面命地指導他們工作中的每一個細節。 / 在講座上，專家耳提面命地強調環保的重要性，希望大家能積極參與。 / 父親耳提面命地教導我如何理財，以便我未來能夠管理好自己的錢。 / 老師在課堂上耳提面命叮嚀學生們要注意身體健康，保持良好的生活習慣。,idiom,耳提面命叮嚀 / 耳提面命提醒 / 耳提面命地 / 耳提面命告誡 / 耳提面命強調 / 耳提面命叮囑,ěr tí miàn mìng,ㄦˇ ㄊㄧˊ ㄇㄧㄢˋ ㄇㄧㄥˋ,命
耳聞,4688,聽說。[例]陳博士才智雙全，我早已耳聞。,Heard; to have heard about something from others.,聽說某事或某人，通常不是親自經歷，而是從他人那裡得知。,我耳聞這家餐廳的料理非常好吃，所以下次要來嘗試看看。 / 近日耳聞這部電影的評價不錯，計畫這周末去看。 / 我耳聞這位藝術家的作品在拍賣會上賣出了天價，實在令人驚訝。 / 她最近耳聞有一個新的音樂節要舉辦，打算帶朋友一起去參加。 / 我早已耳聞這位作家的小說非常感人，今天終於有時間可以閱讀了。 / 方才耳聞他獲得了這項國際獎項，真心為他的成就感到高興。,va-i/N,我耳聞 / 早已耳聞 / 近日耳聞 / 眾人耳聞 / 方才耳聞 / 屢次耳聞,ěr wén,ㄦˇ ㄨㄣˊ,"早已, 近日"
兒戲,4689,孩子們的遊戲。比喻輕率、不鄭重。例]孩子們都愛玩扮家家酒的兒戲。,A child's game; a metaphor for frivolity and lack of seriousness.,孩子們的遊戲。比喻行為輕率，不夠認真。,這項工作關乎公司的前途，如果你把它當作兒戲來做，後果將不堪設想。 / 在討論重要問題時，不能抱著玩兒戲的心態，否則會影響決策的制定。 / 他們看待這次比賽的態度讓人失望，似乎把所有的努力都當作兒戲。 / 他們以為處理財務問題只是兒戲，結果公司遭受了巨大損失。 / 如果把學習視為兒戲，就無法在考試中取得理想的成績。 / 她對待這段感情的輕率態度，讓我感到我們的愛情像是兒戲一般。,n,當作兒戲 / 認為是兒戲 / 視為兒戲 / 兒戲的態度 / 玩兒戲 / 像兒戲,érxì,ㄦˊㄒㄧˋ,"戲, 玩兒"
耳語,4690,在耳邊低聲說話。[例]那對情侶彼此輕聲耳語，狀甚親密。,To whisper or speak softly in someone's ear.,在耳邊低聲說話，通常是為了讓他人聽不見。,那對情侶在公園裡輕聲耳語，看起來十分甜蜜。 / 她們在角落裡耳語，似乎在分享什麼有趣的八卦消息。 / 在課堂上，學生們不時低聲耳語，討論著老師講解的內容。 / 在晚會上，許多人一邊欣賞表演，一邊低聲耳語，互相交流著感受。 / 他們在派對上悄悄耳語，似乎在策劃著什麼驚喜給其他朋友。 / 在書店的角落裡，幾位讀者低聲耳語，推薦著彼此喜歡的書籍。,va-i,低聲耳語 / 輕聲耳語 / 悄悄耳語 / 彼此耳語 / 朋友耳語 / 情侶耳語,ěryǔ,˙ㄦˇㄩˇ,
發飆,4691,大發脾氣。[例]這項計畫案頻出紕漏，老總正在會議室內對相關人員發飆。,To lose one's temper and express anger in a loud and aggressive manner.,大發脾氣，通常因為不滿或壓力而表現出來。,他的孩子在超市裡不聽話，讓他忍不住當場發飆。 / 老闆今天心情不好，看到員工的錯誤後直接對他們發飆。 / 她對朋友的無理要求發飆，因為這種事已經不是第一次發生了。 / 在球賽中，教練對球員的表現非常失望，結果當場對他們發飆。 / 昨天晚上，她突然發飆，因為老公又忘記關燈。 / 當聽到學生考試成績不理想時，老師忍不住對他們發飆。,va-i,和...發飆 / 總是發飆 / 經常發飆 / 當場發飆 / 突然發飆 / 對...發飆,fābiāo,ㄈㄚ ㄅㄧㄠ,"關燈, 飆, 無理"
法定,4692,法令上所規定的特定範圍。[例]法定程序、法定年齡、法定代理人,Legal; prescribed or stipulated by law.,法律上所規定的特定範圍。,法定假日應提前公佈，以方便民眾做計畫。 / 在法律上，法定繼承人擁有優先取得遺產的權利。 / 政府對於法定最低工資的調整，每年都會進行評估和公告。 / 如果沒有遵循法定程序，任何決策都可能被視為無效。 / 根據法律，法定代理人必須協助未成年人做出重要決定。 / 任何對於法定合約的變更都需經過雙方同意，否則無法生效。,vs-adj,法定年齡 / 法定程序 / 法定代理人 / 法定假日 / 法定工作時間 / 法定標準,fǎdìng,ㄈㄚˇㄉㄧㄥˋ,無效
發號施令,4693,發布指示、命令。[例]這個企劃案由他負責統籌並發號施令。,To issue instructions or orders in an authoritative manner.,發布指示或命令，通常由負責人進行。,在演習中，主管發號施令，每個隊伍都必須迅速反應。 / 當危機發生時，領導者必須果斷發號施令，以避免混亂。 / 在大規模活動中，發號施令的方式必須清晰明確，以確保參與者能夠迅速理解和執行。 / 在公司的活動中，主管發號施令，分配每個員工的工作。 / 在運動比賽中，教練發號施令，指導選手們調整戰術以爭取勝利。 / 在緊急救援任務中，負責人發號施令，確保每個成員都能有效地執行任務。,idiom,發號施令的方式 / 發號施令的對象 / 負責人發號施令 / 立即發號施令 / 果斷發號施令 / 主管發號施令,fāhàoshīlìng,ㄈㄚ ㄏㄠˋ ㄕ ㄌㄧㄥˋ,
發慌,4694,心裡不安、著急或驚慌。[例]逛廟會時小弟不小心走失了，媽媽發慌的到處找尋。,"To feel anxious, flustered, or panicked.",心裡不安、著急或驚慌。,在考試的時候，如果遇到不會的題目，他就會心裡發慌，不知該怎麼辦。 / 在人潮擁擠的市場裡，小孩一不小心走失，媽媽發慌地四處尋找。 / 她剛剛接到一個緊急的工作電話，心裡發慌，怕自己無法及時完成任務。 / 當她發現自己忘記帶報告時，心裡發慌，迅速想辦法趕回家拿。 / 這個新環境讓她感到不安，心裡發慌，總是擔心自己會做錯事。 / 在聽到那個不好的消息後，他心裡發慌，不知道該如何安慰朋友。,vs-i,心裡發慌 / 忽然發慌 / 因為...發慌 / 突然發慌 / 發慌地 / 讓人發慌,fāhuāng,ㄈㄚ ㄏㄨㄤ,"趕回, 知"
發跡,4695,興起、得志、顯達。[例]他因工作勤奮，又有貴人相助而得以發跡。,To rise in rank and fortune; to become successful or prominent.,興起、得志、顯達。,雖然出身貧寒，但他憑藉著自身的努力，終於在商業界發跡，創立了自己的公司。 / 他在音樂創作上展現了天賦，經過多年的磨練，最終在樂壇發跡，受到廣泛關注。 / 他常常觀察成功人士如何發跡，最終決定投資自己的時間學習一門新技能。 / 這部電影的導演從小就有拍片的夢想，終於在影壇發跡，創作出令人矚目的作品。 / 透過參加各種比賽，他逐漸在科技領域發跡，獲得了不少獎學金和資助。 / 在社交媒體上，這位年輕的作家憑藉著獨特的文風迅速發跡，吸引了大量的粉絲。,va-i,迅速發跡 / 快速發跡 / 發跡的故事 / 如何發跡 / 努力發跡 / 發跡的過程,fāzī,ㄈㄚ ㄗ,"顯, 樂壇, 達, 寒, 影壇"
法力,4696,指佛法的力量。後泛指神奇的力量。[例]這位高僧的法力深不可測。,"The power of Buddhist teachings; originally referring to the strength of Buddhist law, it later broadly denotes miraculous or supernatural power.",指佛法的力量，後來泛指神奇的力量。,古時候，許多傳奇故事中都有法力高強的仙人。 / 有人傳言，藏在古老書卷中的咒語擁有無窮的法力，可以改變一切。 / 他施展法力，讓枯萎的植物重新蓬勃生長。 / 在這個村莊中，巫師的法力被視為保護大家的神秘力量。 / 這個傳說中的寶物據說擁有強大的法力，能夠實現任何願望。 / 在神話故事裡，勇士的法力與他的勇氣和信念密不可分。,n,強大的法力 / 法力高強 / 深不可測的法力 / 神秘的法力 / 施展法力 / 增強法力,fǎlì,ㄈㄚˇㄌㄧˋ,"測, 古時候"
