word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
可蘭經,5765,回教典籍。三十卷，一一四章。回教徒認為它是真神阿拉對先知穆罕默德所啟示的真言。在穆罕默德死後彙集成書。要旨有三：信仰唯一的真神、穆氏為神所遣、主張宿命論。也譯作「古蘭經」。,"The Quran; The holy book of Islam, consisting of 30 sections (juz) and 114 chapters (surahs), believed by Muslims to be the literal word of God (Allah) as revealed to the Prophet Muhammad. It was compiled into its final form after Muhammad's death. Its main tenets include the belief in the oneness of God, the prophethood of Muhammad, and the concept of predestination. Also referred to as ""古蘭經"".",回教的典籍，共有三十卷，一百一十四章。信徒認為這是神阿拉對先知穆罕默德所啟示的真言。穆罕默德去世後，將這些啟示彙集成書。其要旨包括信仰唯一的真神、穆罕默德為神所遣以及主張宿命論。,在清真寺裡，信徒們會誦讀可蘭經，以增進他們對信仰的理解。 / 可蘭經的經文常常被用來指導信徒的日常生活。 / 可蘭經中提到的故事，常常用來啟發信徒的道德行為和價值觀。 / 每當有宗教聚會，大家都會一起討論可蘭經的意義，增進彼此的信仰。 / 可蘭經的影響力遍及全球，許多人因此對伊斯蘭文化產生濃厚的興趣。 / 研究可蘭經的翻譯讓更多人能夠接觸和理解這部重要的宗教典籍。,n,可蘭經的教義 / 可蘭經的影響 / 可蘭經的經文 / 誦讀可蘭經 / 可蘭經的故事 / 研究可蘭經,,,"穆罕默德, 伊斯蘭, 言, 百一十四, 彙集, 默念, 阿拉, 聖典, 回教, 遣, 回教徒, 論, 穆斯林, 旨, 知, 清真寺"
顆粒,5766,體積小而呈粒狀的物體。[例]這是一杯含有果肉顆粒的柳橙汁。,"Grains or particles; refers to small, granular objects.",體積小而呈粒狀的物體。,他在花園裡看到了一種奇特的顆粒，像是從未見過的種子。 / 課堂上，老師告訴我們關於顆粒物質的科學原理。 / 在這片沙灘上，隨處可見細小的顆粒，陽光照射下閃閃發光。 / 醫生開了一種顆粒狀的藥物，聲稱對治療感冒特別有效。 / 這裡的土壤顆粒很細，非常適合種植各種植物 / 他們在實驗室裡觀察著顆粒的運動，對物理學的奧秘感到充滿好奇。,n,顆粒狀 / 小顆粒的灰塵 / 顆粒的形狀 / 顆粒的顏色 / 散落的顆粒 / 顆粒的大小,,,"面膜, 異, 粒狀, 隨處, 果肉, 調味料, 饒舌, 角質, 米粒, 香料, 鹽巴, 了, 顆粒狀, 含有, 從未"
苛求,5767,嚴苛而不合理的要求。[例]待人處世應合情合理，不宜太過苛求。,To make excessive and unreasonable demands.,對他人提出過於嚴苛而不合理的要求。,在這個比賽中，裁判的苛求標準讓選手們感到非常緊張，難以發揮實力。 / 他總是對自己的作品苛求完美，導致他每次都花費過多時間修改。 / 在人際關係中，過於苛求朋友的要求容易讓人感到窒息，影響彼此的信任。 / 社會上對年輕人的苛求往往來自於對成功的高期待，讓他們面對更多挑戰。 / 在家庭中，過於苛求孩子的表現，可能會使他們失去對學習的興趣。 / 對於團隊合作，過於苛求每個人的表現可能會導致合作氛圍的緊張。,va-t,苛求他人 / 苛求自己 / 苛求的態度 / 過於苛求 / 苛求的要求 / 苛求的行為,,,"太過, 士氣, 質量, 聘, 求職, 評委, 選拔賽"
可取,5768,可以採用。比喻值得學習或讚許。[例]他自認資質比不過別人，因此更加努力，這種勤能補拙的精神十分可取。,Advisable; worthy of being adopted or valued.,可以採用，值得學習或讚許的。,他即使平常沒有學過音樂，但每次在活動中都很認真，就算很緊張，這也是可取的努力態度。 / 他在工作中常常加班，為了提高績效，雖然這是可取的專業精神，但也要注意身體健康。 / 他的行為表現出堅持原則的可取，雖然常常面臨艱難的挑戰。 / 在討論會上，積極參與並表達自己的看法被認為是一種可取的行為，能促進團隊合作。 / 面對困難時，保持樂觀的心態被視為一種可取的生活智慧。 / 學習新技術雖然需要時間和精力，但這種追求進步的態度是極其可取的。,vs-adj,可取的做法 / 可取的觀念 / 可取的態度 / 可取的行為 / 可取的經驗 / 普遍可取,,,"寫法, 雙語, 搏"
客套,5769,表示謙讓、客氣。[例]大家都是自己人，你就不用跟我客套了！,Polite remarks made out of courtesy or formality; indicating a sense of humility and respect in communication.,表示謙讓和客氣的行為或言語。,在朋友聚會上，大家開心聊天，不用再談什麼客套的事。 / 我們這次談判很成功，希望以後能夠不再客套，直接進入主題。 / 他們之間的友誼已經很深厚，因此平常不需要再講那些客套的話。 / 在外交場合，客套的交流是維持國際關係的重要一環。 / 無論是在正式場合還是私下聚會，適當的客套話總能讓氣氛變得更加融洽。 / 即使是家人之間，偶爾也會說些客套的話，以表達對彼此的尊重和關心。,n,客套話 / 不用客套 / 客套的話 / 客套的禮節 / 客套的態度 / 客套的行為,,,"敬語, 謙讓"
磕頭,5770,一種以頭著地或近地的跪拜禮。比喻辛苦乞求。[例]她向神明磕頭祈求，希望生病的兒子能早日康復。,"To kneel and bow one's head to the ground in a gesture of respect or supplication, often associated with traditional Chinese customs.",一種以頭著地或近地的跪拜禮，通常用來表達恭敬、求助或懺悔。,在祭祖的儀式上，後輩們一一磕頭，以表達對先人無盡的敬意。 / 他在廟宇前磕頭求神，希望能解決工作上的困難，心中充滿對未來的期待。 / 今年的中秋節，孩子們在月亮下磕頭祝福，期盼來年能夠團圓和幸福。 / 在傳統的成人活動上，年輕人磕頭拜見長輩，象徵著他們成年的重要時刻。 / 在求學的路上，學生們常常在書桌前磕頭，感謝知識的恩賜，並祈望能夠學業有成。 / 老人在村口祭祀時，村民們一一磕頭，以表達對土地神的敬仰和感恩之心。,va-t/N,磕頭祝福 / 磕頭懺悔 / 磕頭求神 / 磕頭求平安 / 磕頭感恩 / 磕頭跪拜,,,"氣, 步入, 拜佛, 祭祖, 謝恩, 來年, 禮, 示, 祈, 望, 謝罪, 懷, 牌位"
可望,5771,可以期盼、有希望。[例]中華代表隊可望在這場比賽中獲得冠軍。,To be hopeful or have expectations.,可以期盼，有希望。,經過全隊的努力，這次比賽可望獲得金牌。 / 學校的教育改革措施實施後，學生的學習成效可望明顯提升。 / 在未來的十年內，這個新興產業可望成為經濟增長的重要動力。 / 隨著技術的進步，智慧型手機的電池壽命可望在未來幾年內大幅提升。 / 透過國際合作，這項科學計畫可望在太空探索領域取得重大進展。 / 今年的氣候條件非常適合，農作物的產量可望達到歷史新高。,vs-i,可望成功 / 可望達成 / 可望實現 / 可望改善 / 可望獲得 / 可望進步,,,"籌, 若"
嗑藥,5772,,"To take drugs, typically referring to recreational drug use.",嗑藥是指使用藥物，通常是指吸食毒品或某些藥物，以獲得愉快的感覺或改變心情。,雖然朋友們都知道嗑藥的風險，但他們仍然選擇一時刺激，短暫快樂。 / 嗑藥的行為常常伴隨著危險的決策，讓人失去對生活的控制。 / 他發覺嗑藥後的滿足感只是暫時的，最終仍然要面對現實生活的壓力。 / 社會對嗑藥的容忍度降低，許多人因此失去了工作和家庭。 / 藉著音樂和藝術，他試圖擺脫嗑藥帶來的陰影，重新尋找生活的意義。 / 談到嗑藥造成的問題時，他總是沉默不語，彷彿無法面對自己的過去。,va-t/N,嗑藥的人 / 嗑藥的行為 / 嗑藥的風險 / 嗑藥的影響 / 嗑藥造成的問題 / 嗑藥上癮,,,"藉著, 感, 自拔, 成癮, 期"
苛責,5773,嚴厲的責備。[例]凡事要反求諸己，不要苛責於人。,To criticize or blame harshly.,對他人給予過於嚴厲的責備。,在比賽中，運動員已經全力以赴，即使結果不如預期，也不應苛責他們。 / 自我反省是必要的，但如果總是苛責自己，可能會導致焦慮和壓力。 / 在課堂上，老師鼓勵學生勇於發言，而不是苛責他們的每個小錯誤。 / 對於志願者的工作，我們應該感激他們的付出，而不是苛責他們的不足之處。 / 如果我們能夠學會包容他人的缺點，就不會常常苛責他人。 / 遇到困難時，自己不應過於苛責，應該尋找解決問題的方法。,va-t,苛責自己 / 遭到苛責 / 受到苛責 / 面對苛責 / 苛責的批評 / 避免苛責,,,"處在, 士氣, 失誤"
懇切,5774,誠懇真摯。[例]看他說得那麼懇切，你就答應他的請求吧！,Sincere and earnest; showing genuine sincerity and heartfelt concern.,誠懇真摯，表達出真心的態度。,他的懇切關心讓我感受到朋友的溫暖。 / 在面對困難時，我懇切地向老師尋求建議。 / 在面試中，他以懇切的態度打動了評審，成功獲得了工作機會。 / 當他懇切地表達自己的想法時，大家都靜靜地聆聽。 / 雖然表達有一點笨拙，但他的懇切之心讓每個人都感受到誠意。 / 當他懇切地請求幫助時，沒有人能拒絕他的誠意。,vs-adj,懇切的態度 / 懇切地表達 / 懇切的心情 / 懇切的關心 / 懇切的祝福 / 懇切的建議,,,"顯, 重燃, 論, 懈, 如"
鏗鏘,5775,狀聲詞。形容金屬或琴瑟的清脆聲音。形容聲音清脆響亮。例]琴聲鏗鏘,"A onomatopoeic word describing a metallic or harmonious sound; indicating a clear, crisp, and resonant sound.",形容金屬或琴瑟發出清脆而響亮的聲音。,校園裡的鈴聲鏗鏘響亮，提醒學生們準時上課。 / 鏗鏘的鼓聲充滿力量，激勵著士兵們勇敢前進。 / 每當遇到重大時刻，廣播裡傳出的鏗鏘宣告，讓大家都感受到緊迫感。 / 在晨曦中，寺廟的鐘聲鏗鏘悠揚，喚醒了城市。 / 他的演講聲音鏗鏘有力，讓聽眾們倍感振奮。 / 鏗鏘的步伐聲在空曠的走廊中迴響，讓人感受到一種堅定的力量。,vs-adj/N,鏗鏘有力 / 鏗鏘的曲調 / 鏗鏘的琴聲 / 鏗鏘清響 / 鏗鏘的旋律 / 鏗鏘的節奏,,,"鍵, 睡, 音符, 重燃, 瑟, 午後, 樂, 風鈴, 隨, 管弦, 音, 師, 曲調, 指尖"
吭聲,5776,發出聲音或說話。[例]他被痛罵一頓，久久都不敢吭聲。,To make a sound or to speak; often implies reluctance or lack of confidence in doing so.,發出聲音或說話。,小王在會議上被詢問意見時，始終沒敢吭聲。 / 她一聽到老闆的批評，立刻就不敢吭聲了。 / 在大家討論問題的時候，他默默坐在一旁，沒吭聲。 / 大家都在熱烈討論，她卻選擇不吭聲，靜靜觀察。 / 當被問到敏感話題時，他小心翼翼，不敢吭聲。 / 他們之間的氣氛非常緊張，沒有人敢吭聲打破沉默。,va-i,吭聲不語 / 不敢吭聲 / 吭聲的人 / 吭聲的時候 / 默不吭聲 / 吭聲的方式,,,"吭, 论, 学, 心里, 后, 员, 选, 组, 课, 当, 许, 师, 张, 这, 择, 时, 声, 担, 对, 听, 没, 显, 还, 恼, 震, 终, 题, 惊, 说错, 实, 争, 吭声, 讨, 始, 烦, 话, 些, 议, 愣住, 问, 紧"
空檔2,5777,neutral gear,"Neutral gear; The gear setting in a vehicle that disengages the engine from the wheels, allowing the vehicle to roll without being powered by the engine.",汽車的變速器在特定位置，讓車輛處於不動狀態，駕駛者不需要踩油門或刹車。,駕駛在紅燈前切換到空檔，以減少耗能。 / 如果車輛在堵車時換到空檔，可以防止過度使用引擎。 / 定期檢查空檔的狀態，確保駕駛的安全性。 / 當駐車等待時，轉換到空檔可以減少電池的使用。 / 如果在行駛中遇到突發情況，迅速進入空檔可以保持車輛的穩定性。 / 在進行車輛維護時，技術人員會檢查空檔的功能以確保其正常運作。,n,空檔的設定 / 空檔的使用 / 調整空檔 / 換到空檔 / 確認空檔 / 空檔的功能,,,"車型, 優, 2, 刹, 油門, 傳動, 耗, 坡, 車主, 有助, 停車, 燃油, 紅燈, 切換, 磨損, 變速器, 置"
控管,5778,,To manage or control something systematically.,對某件事情進行管理和控制，確保其運作和結果符合預期。,在企業管理中，有效控管成本是提高利潤的重要因素。 / 預算控管能幫助公司避免不必要的開支。 / 在專案管理中，團隊必須控管時間，以確保按時完成任務。 / 我們應該加強控管品質，以提升客戶的滿意度。 / 在活動策劃中，控管參與人數是確保安全的重要措施。 / 在製造業中，控管設備維護的頻率，可以延長機器的使用壽命。,va-t,控管成本 / 控管風險 / 控管資源 / 控管品質 / 有效控管 / 控管系統,,,型
恐懼症,5779,病名。（phobia）一種精神官能症。特徵為發病者對某些事物或情境會產生莫名的恐懼。縱使當事者明知不會受到傷害，也無法控制恐懼的情緒。,"A phobia; an irrational fear of specific objects, situations, or activities.",這是一種精神官能症，特徵是發病的人對某些事物或情境產生莫名的恐懼。即使有這種病症的人明知不會受到傷害，也無法控制這種恐懼情緒。,他因為有恐懼症，遇到小狗時總是避開，不敢靠近。 / 由於社交恐懼症的影響，她在聚會上感到非常不自在，常常想要提前離開。 / 心理醫生告訴他，恐懼症的根源往往來自於童年時期的創傷經歷。 / 社交恐懼症讓他在職場上難以表現自己，經常感到焦慮和孤獨。 / 她因為從小經歷過一次嚴重的意外，導致現在對雷聲產生了恐懼症，無法在下雨天外出。 / 透過認知行為治療方法，很多恐懼症患者成功地克服了原本困擾他們多年的恐懼。,n,恐懼症患者 / 治療恐懼症 / 恐懼症症狀 / 恐懼症發作 / 恐懼症藥物 / 克服恐懼症,,,"明知道, 雨天, 療法, 症, 者, 當事, 雷暴"
空空如也,5780,一無所有。清．褚人穫《堅瓠秘集．卷六．狡僧》：「已乃僧忽他出，數日不返，探其篋笥，空空如也。」,To be completely empty; having nothing at all.,一無所有，形容完全沒有物品或東西。,他的口袋空空如也，連買一杯咖啡的錢都沒有。 / 最近他的銀行帳戶空空如也，讓他不得不考慮找一份兼職工作。 / 當我打開冰箱時，裡面空空如也，讓我不禁感到失望。 / 突然收到的帳單讓他的財務狀況更加緊張，現在錢包空空如也，無法應付。 / 清理書桌時，他驚訝地發現抽屜裡空空如也，只剩下一些過期的收據。 / 這次野餐結束後，籃子裡空空如也，大家都對美味的食物讚不絕口。,idiom,錢包空空如也 / 生活空空如也 / 心裡空空如也 / 目標空空如也 / 口袋空空如也 / 房間裡空空如也,,,"補, 衣櫃, 空空, 如, 行囊"
空曠,5781,開闊、寬廣。[例]這一大片空曠的草原，真讓人有呼嘯狂奔的衝動。,"Expansive and wide open; referring to a large, unobstructed area.",開闊而寬廣，通常指沒有障礙物的空間。,空曠的湖面上，偶爾掠過一陣輕風，激起一圈圈漣漪，讓人感受到和平與靜謐。 / 在這個空曠的城市廣場，人們聚集在一起，慶祝節日的到來。 / 在這段空曠的道路上，行人稀少，讓我感受到了一種別樣的寧靜與孤獨。 / 空曠的教室裡，老師的聲音清晰回響，帶領學生們探索未知的知識世界。 / 在這片空曠的沙漠中，隨著風的輕拂，沙丘的美麗輪廓變幻莫測，彷彿在訴說著古老的故事。 / 傍晚時分，空曠的天地上星星閃爍，我靜靜地坐著，思考著生命的種種可能。,vs-adj,空曠的草原 / 空曠的場所 / 空曠的場地 / 空曠的天空 / 空曠的道路 / 空曠的湖面,,,"笑語, 沙丘, 歡, 金黃, 馬兒, 湧起, 遠足"
恐龍,5782,動物名。中生代棲息陸地的爬蟲類。頸子和尾巴均長，後肢長於前肢，有時以後肢及尾巴直立，形狀可怖。種類甚多，今均已絕跡。[例]活躍於侏羅紀的恐龍，進入新生代忽然滅絕的原因，至今仍是個謎。　◎,"A dinosaur; a large reptile that lived on land during the Mesozoic era, characterized by a long neck and tail, with hind limbs longer than forelimbs, and often standing upright on hind legs. Dinosaurs are numerous in species and have all become extinct.",一種動物名，屬於中生代的爬蟲類，棲息於陸地。這類動物的頸子和尾巴都很長，後腿通常長於前腿，有時會以後腿和尾巴直立，形狀恐怖。種類繁多，現在已經全部絕跡。,在電影中，恐龍的形象常常被描繪得非常巨大和兇猛。 / 科學家們透過研究恐龍的骨骼，得知了牠們的生活習性。 / 兒童讀物裡經常有關於恐龍的故事，讓小朋友對這些古生物充滿了好奇。 / 在地質學課上，老師介紹了恐龍滅絕的原因，讓我們對歷史有了更深的了解。 / 電視紀錄片中，恐龍的生活習性和棲息環境被描述得栩栩如生。 / 恐龍的種類繁多，從小型的迅猛龍到巨大的霸王龍，各有不同的特色。,n,恐龍蛋 / 恐龍的種類 / 恐龍的特徵 / 恐龍滅絕 / 恐龍學家 / 恐龍的足跡,,,"感興趣, 地質, 肢, 生代, 化石, 型, 怖, 迅, 爬蟲, 古"
空前絕後,5783,獨一無二，超越古今，無與倫比。[例]孔子、耶穌、釋迦牟尼等，在人類文化史上都是屬於空前絕後的超級人物。,Unprecedented and unparalleled; referring to something that is unique and surpasses all in history.,獨一無二，超越過去和現在，無與倫比。,這位科學家的發明空前絕後，徹底改變了人類的生活方式。 / 他在藝術上的成就堪稱空前絕後，讓後人難以超越。 / 這本書的見解空前絕後，對於心理學領域產生了巨大的影響。 / 這部電影的獨特風格和內容使其成為空前絕後的作品，深入人心。 / 這位運動員的表現在比賽中空前絕後，創造了無法打破的世界紀錄。 / 在文化交流的歷史上，這次盛會的規模與影響力被認為空前絕後。,idiom,空前絕後的人物 / 空前絕後的成就 / 空前絕後的事件 / 空前絕後的影響 / 空前絕後的作品 / 空前絕後的影響力,,,古今
空缺,5784,尚未遞補的職位。[例]他在公司的表現良好，所以經理決定讓他來遞補主任這個空缺。,A vacancy; an unfilled position.,還沒有人做的職位或職責。,許多求職者希望能夠得到這個空缺的職位，展現了市場的競爭激烈。 / 由於疫情的影響，很多公司的職位空缺情況愈加嚴重，導致了人才市場失衡。 / 公司內部出現了一些管理空缺，急需尋找合適的人選來接替。 / 最近有幾位員工離職，留下的空缺使得團隊面臨重組的挑戰。 / 面對專業技能的人才短缺，企業不得不花費更多的時間來尋找合適的人空缺選擇。 / 據報導，某知名企業的高管職位空缺引發了行業內的廣泛關注與討論。,n,職位空缺 / 人員空缺 / 管理空缺 / 專業空缺 / 需解決的空缺 / 空缺的職位,,,"投遞, 補, 簡歷, 疫情, 求職, 供需, 教職, 遞補, 招聘, 尚未"
空無一人,5785,,Desolate; empty; a phrase indicating that no one is present.,沒有人。,深夜的街道上空無一人，只有路燈發出微弱的光亮。 / 清晨的公園裡空無一人，只有幾隻鳥在枝頭唱歌。 / 這家餐廳在工作日的午餐時間也空無一人，讓人不禁懷疑生意怎麼樣。 / 昨天的音樂會吸引了不少人，但到了尾聲時，舞台前卻空無一人。 / 週末的市場漸漸安靜下來，許多攤位也空無一人，讓人感受到一絲孤獨。 / 休息日的教室裡空無一人，黑板上仍然寫著上週的課程內容。,idiom,書店空無一人 / 餐廳裡空無一人 / 房間裡空無一人 / 公園裡空無一人 / 教室空無一人 / 街道上空無一人 / 電影院裡空無一人 / 車站空無一人 / 健身房空無一人 / 會議室空無一人,,,"走進, 山村, 午後, 涂, 没, 鴉"
空隙,5786,物體上有縫隙的地方。[例]窗戶上有個空隙，難怪屋內會覺得這麼冷。,A gap or opening; a space between objects where they are not in contact.,物體上有縫隙的地方。,窗戶上有個小空隙，讓冷風進來了。 / 在書架的空隙中，我發現了幾本舊書。 / 如果牆壁有空隙，就容易讓蟲子進入房子裡。 / 為了保持通風，房間裡的傢俱應該留下一些空隙。 / 車子停在路邊時，兩輛車之間的空隙剛好容納了一個小電動車。 / 慢跑時，呼吸之間的空隙讓我能夠更好地控制節奏。,n,明顯的空隙 / 透過空隙 / 留下空隙 / 利用空隙 / 觀察空隙 / 消除空隙,,,"樹冠, 舊書, 藉著"
空襲,5787,利用飛機從空中對敵方目標進行襲擊。[例]盟軍這次的空襲，幾乎全數摧毀了敵方的戰備力量。,To conduct an air raid; to attack a target from the air using aircraft.,利用飛機從空中對敵方目標進行襲擊。,在戰爭期間，空襲警報啟動的時候，所有民眾都急忙返回掩體，以避免受到傷害。 / 鑑於敵軍的防空系統逐漸加強，我軍決定進行大規模空襲，以削弱其作戰能力。 / 在空襲開始之前，指揮部發佈了詳細的作戰計劃，確保每架飛機的攻擊目標明確。 / 此次空襲的主要目的是摧毀敵方的補給線，從而切斷其持續戰鬥的能力。 / 在國際社會的關注下，這次空襲引發了對戰爭倫理的激烈討論，許多人呼籲停止無差別攻擊。 / 即便面對空襲的威脅，當地居民依然保持著堅定的信念，努力重建被毀壞的家園。,n,空襲攻擊 / 空襲警報 / 空襲行動 / 空襲目標 / 大規模空襲 / 空襲作戰,,,"敌軍, 指揮官, 友軍, 趕往, 無損, 誤, 響起"
叩,5788,觸、敲或詢問。[例]叩頭、叩首、叩問,To knock or tap; to inquire or ask.,觸碰、敲打或詢問他人。,小孩叩見爺爺奶奶時，總是帶著一份恭敬。 / 在寺廟裡，信徒常常叩首祈求保佑。 / 他鼓起勇氣叩問老師，想要詢問功課的問題。 / 隔壁鄰居叩門時，帶來了一份自製的點心。 / 她謙虛地叩謝大家的支持，感激他們的幫助。 / 無論什麼時候，他都會在出門前叩謝父母養育的恩情。,va-t,叩頭 / 叩首 / 叩門 / 叩謝 / 叩見 / 叩響,,,"安, 自製, 擊, 蕩, 祖父母, 恩, 何時, 皇權"
扣除,5789,在某數額中減去若干數額。[例]這次慶生會的費用，從班費中扣除，不須另外繳費。,To deduct or subtract a certain amount from a total.,在某個數字中減去一些數字。,這次的旅行費用會從我的獎學金中扣除，這樣我就不用重新付錢了。 / 老闆說，如果員工繼續請病假，將會扣除他們的薪水。 / 每位員工的社會保險費用都會在薪水中扣除，確保他們享有相應的保障。 / 學校將會從每個學生的學費中扣除已支付的獎學金金額。 / 這次活動的參加費用會從團體的預算中扣除，無需個別支付。 / 扣除費用後，這次項目的預算還剩下不少。,va-t,扣除費用 / 扣除支出 / 扣除薪水 / 扣除獎金 / 扣除保險 / 扣除項目,,,"付錢, 稅金, 稅款, 數額, 若, 報稅, 退貨, 如, 期"
口紅,5790,塗抹在嘴脣上，讓唇色紅潤的化妝用品。[例]我買了一支口紅送給媽媽，當做母親節禮物。,A lipstick; a cosmetic product applied to the lips to give them color and shine.,擦在嘴唇上，使唇色紅潤的化妝用品。,口紅的顏色讓我的嘴唇看起來更加迷人，真是個好選擇。 / 每次出門前，我都會仔細擦口紅，讓自己看起來更有精神。 / 這款口紅的質地非常滋潤，用後我的嘴唇感覺很舒適。 / 昨天我參加派對，把我最喜歡的口紅塗上後，大家都誇讚我看起來很美。 / 她的口紅顏色與她的衣服搭配得非常好，讓整體造型更加出色。 / 在這次購物中，我找到了適合春季的口紅色號，迫不及待想試用看看。,n,使用口紅 / 擦口紅 / 口紅的顏色 / 口紅的質地 / 口紅品牌 / 口紅的選擇,,,"喜慶, 出彩, 彩, 美妝, 相, 試用, 塗抹, 容, 博主"
口角,5791,嘴、嘴邊。言語上的爭執或衝突。[例]他因口角發炎，說話和吃東西都很不方便。,The corner of the mouth; a term referring to the area around the lips.,嘴邊。言語上有爭執或衝突。,鄰居之間的小口角有時會影響社區的和諧。 / 他們因為一些小事產生了口角，使原本愉快的聚會變得尷尬。 / 每次家庭聚會，常常會有一些口角爆發，讓氣氛變得緊張。 / 當友誼出現口角時，及時溝通是解決問題的關鍵。 / 小孩之間的口角有時是因為玩具爭奪，父母需要適時介入調解。 / 過去的口角讓他們的友誼經歷了考驗，如今他們依然能夠和平相處。,n,口角不和 / 口角之爭 / 化解口角 / 避免口角 / 引發口角 / 口角事件,,,
口徑,5792,器物圓口的直徑。比喻對事情看法的說明。[例]槍炮口徑有一定的規格。,"The diameter of a round opening, such as that of a gun or cannon; a metaphorical term for the scope or viewpoint of a discussion or matter.",器物圓口的直徑，通常用來形容槍炮或其他工具的規格。比喻對事情的看法或說明。,在軍事演習中，官兵們會檢查武器的口徑是否符合規格，以確保訓練的安全性。 / 他們對於這次採購的武器口徑有不同的意見，因此需要進一步討論。 / 專家指出，新的武器設計應該考慮到可以使用不同口徑子彈的可能性。 / 軍方認為，這次會議中討論的重點應該放在口徑的調整上，以提升武器的準確性。 / 他經常研究不同國家武器的口徑規格，並將其整理成報告提供政府參考。 / 每當測試新彈藥時，工程師都必須確認口徑的精確度，以避免在實戰中出現問題。,n,口徑大小 / 口徑的標準 / 不同口徑 / 口徑測量 / 確定口徑 / 適當的口徑,,,"步槍, 新型, 民用, 槍械, 兼容, 曹, 狙擊, 供, 強弱, 銃"
口口聲聲,5793,不停的陳述、表白同樣的話。[例]他口口聲聲說要用功讀書，卻從來不曾做到。,To repeatedly state or express the same thing; to insistently declare or affirm.,不停地重複同樣的話，強調某個意思。,他口口聲聲表示要減肥，但每次聚餐後都會吃得很飽。 / 她口口聲聲強調自己會準時完成任務，結果還是遲到了。 / 學校口口聲聲強調環保的重要性，但卻沒有實行有效的垃圾分類措施。 / 他在會議上口口聲聲地承諾會改善團隊合作，但實際上沒做出任何改變。 / 她口口聲聲認為家庭應該團結一致，但總是與家人發生爭吵。 / 企業口口聲聲宣傳產品的環保特性，卻未能提供透明的生產過程。,idiom,口口聲聲地承諾 / 口口聲聲強調 / 口口聲聲表達意見 / 口口聲聲的信念 / 口口聲聲陳述事實 / 口口聲聲地呼籲,,,"協作, 鄰里, 至今"
口舌,5794,指勸解、爭辯時所說的話。[例]他喜歡逞口舌之快，所以常得罪人。,Words spoken in persuasion or argument; refers to the act of speaking in a debate or discussion.,指在說服或爭論時所說的話。,他和朋友的小爭執，最後只是因為口舌之快而告一段落。 / 對於這次的誤會，他希望能用真誠的話語來解決口舌的矛盾。 / 口舌不休的爭執讓周圍的人感到相當尷尬。 / 他不喜歡與人辯論，總覺得口舌之辯沒有實際意義。 / 為了避免不必要的口舌糾紛，他選擇了沉默以對。 / 這場爭論雖然激烈，但最終也只是停留在口舌上的碰撞。,n,口舌之快 / 口舌不休 / 口舌之辯 / 口舌的爭辯 / 善於口舌 / 喜歡口舌,,,"舌戰, 言, 解, 經, 相, 辯, 相辯, 激辯"
口頭禪,5795,原指不曾領會佛教禪理，只襲用它的一些常用語作為談話的題材。後泛指說話時的慣用語。[例]「統統有獎」是電視猜謎節目主持人的口頭禪。,"A phrase or expression that is habitually used in conversation, often without deep understanding or meaning.",原本指的是不曾真正領會佛教道理的人，只是隨便使用一些常用語作為談話內容。後來變為說話時經常用的習慣用語。,他常常說「祝你好運」這句話，已經成為他的口頭禪。 / 他喜歡用「努力就會有回報」來鼓勵別人，這句話漸漸成為他的口頭禪。 / 老師每次上課都會說「學習是終身的旅程」，這已經是他的口頭禪。 / 他的口頭禪是「懷抱夢想，不怕困難」，經常激勵身邊的人。 / 使用口頭禪能讓人感受到說話者的個性，這樣的習慣讓交流更加親切。 / 他的口頭禪是「不怕開始，勇敢前行」，經常鼓勵朋友們迎接新挑戰。,n,使用口頭禪 / 口頭禪的特點 / 口頭禪能表達 / 口頭禪常用於 / 口頭禪的流行 / 成為口頭禪,,,"引申, 禪理, 慣用"
酷愛,5796,非常喜愛。[例]她酷愛畫畫，希望有朝一日能成為國際知名的畫家。,To have a deep affection or love for something; to be very fond of.,對某事物或某人非常喜愛。,她酷愛音樂，每天都花時間練習鋼琴，希望能成為一名出色的音樂家。 / 她酷愛運動，每週都會參加健身課程，努力保持健康的生活方式。 / 他酷愛攝影，經常背著相機外出捕捉美麗的瞬間，並將照片分享在社交媒體上。 / 她酷愛舞蹈，從小學習各種舞蹈風格，現在希望能成為一名專業的舞蹈演員。 / 我酷愛園藝，喜歡在自家的陽台上種植各種植物，讓生活更添一份趣味。 / 他酷愛電影，每個周末都會和朋友一起去電影院，討論各種影片的情節和角色。,vs-t,酷愛音樂 / 酷愛跳舞 / 酷愛電影 / 酷愛旅行 / 酷愛美食 / 酷愛運動 / 酷愛學習 / 酷愛表演 / 酷愛藝術 / 酷愛設計,,,"綠意, 畫展, 瑜伽, 擺滿, 彩, 食譜, 廚藝, 花草, 編程"
