word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
晾,5944,把東西放在陽光下或通風的地方使乾燥。[例]晾乾、晾衣服,To place an item in a sunny or ventilated area to dry.,把東西放在陽光下或通風的地方，使其乾燥。,今天天氣很好，我決定把剛洗過的衣服拿出來晾。 / 妹妹把她的運動鞋晾在陽台上，這樣它們可以更快乾燥。 / 外面陽光明媚，大家都在晾曬自己的毛巾，以享受清新的香味。 / 我今天早上剛洗的被子，現在已經晾乾，感覺非常舒適。 / 每到周末，媽媽就會將衣服晾在院子裡，讓陽光把它們照乾。 / 晾衣服的時候，我喜歡聽音樂，這樣讓等待的時間過得更快。 / 領悟到晾衣服的技巧後，我發現衣服晾得越久，味道就越清新。 / 晾衣架上懸著五顏六色的衣服，讓整個陽台看起來生動又有趣。 / 即使是小雨，我也會把衣服稍微晾一下，這樣可以去掉多餘的水分。 / 每當朋友來家裡，我都會把剛晾好的衣服收起來，以免影響客人的視線。 / 晾涼的水果散發著誘人的香氣，讓我忍不住想立刻品嚐一下。,vp-t,晾衣服 / 晾乾 / 晾曬 / 晾鞋 / 晾被子 / 晾毛巾 / 晾食物 / 晾涼 / 晾衣架 / 晾外衣,,,"晾涼, 照, 晾乾, 晾衣"
量表,5945,,"A scale or measuring instrument used to assess, evaluate, or quantify various phenomena.",量表是一種用來測量或評估某種特徵或狀態的工具，通常以數值或等級的形式呈現。,心理量表能幫助專業人士更精確地瞭解個體的心理狀態。 / 學校使用評估量表來測量學生的學習進展。 / 醫生會根據病人的症狀使用健康量表來評估其治療效果。 / 行為量表通常用於研究中，來觀察和記錄參與者的行為模式。 / 在職場中，管理者常常利用工作量表來評估員工的工作效率。 / 量表測試通常需要在受控環境下進行，以確保結果的準確性。 / 在心理學研究中，科學家們經常使用標準量表來比較不同受試者的數據。 / 社會工作者利用量表資料來分析客戶的需求和挑戰。 / 為了確保學校的教學質量，教育主管部門會定期檢查教學量表的使用情況。 / 量表結果能提供有價值的資訊，幫助專家制定更有效的干預措施。 / 醫療機構會依據量表的評估來調整患者的藥物治療方案。,n,心理量表 / 評估量表 / 測量量表 / 健康量表 / 行為量表 / 工作量表 / 量表測試 / 量表資料 / 量表結果 / 標準量表,,,"質量, 控, 表量, 資料量, 工作量"
良方,5946,有效的藥方。引申為完善的計策。[例]根據祖母的經驗，薑母茶是治療感冒的良方。,A prescription or remedy that is effective. It can also refer to a well-thought-out plan or strategy.,有效的藥方，延伸為完善的計策。,根據《黃帝內經》的記載，天冬茶是滋陰降火的良方。 / 這位老中醫的經歷讓他知道哪些藥材組合起來才是真正的良方。 / 朋友推薦的運動方法，讓我找到減壓的良方。 / 每當情緒低落時，寫日記成為我心靈療癒的良方。 / 早餐吃燕麥對保持健康是一個簡單的良方。 / 醫生給他的建議，經常運動和健康飲食是維持身心健康的良方。 / 在壓力大的時候，聽輕音樂是一個放鬆心情的良方。 / 家裡的植物可以淨化空氣，成為改善居住環境的良方。 / 定期與朋友聚會，被我視為減輕孤獨感的良方。 / 學習新的技能不僅能增進知識，也是提升自信的良方。 / 這本書提供的時間管理技巧，讓我找到有效的良方，以提高我的工作效率。,n,有效的良方 / 實用的良方 / 中醫的良方 / 可靠的良方 / 祖傳的良方 / 醫生的良方 / 治療的良方 / 抗壓的良方 / 美容的良方 / 防病的良方,,,"防, 抗, 滋陰, 》, 感, 《, 黃帝, 經, 燕, 身心健康"
良機,5947,好機會、好時機。[例]年輕是最大的本錢，所以你要好好把握良機，全力以赴。,A good opportunity or favorable timing.,好機會或好時機，通常是指在某個時間點或情況下，特別有利於達成某個目標。,年輕的時候是學習新技能的良機，我們應該好好把握。 / 在現代社會，網路科技的快速發展提供了創業的良機。 / 每次面臨挑戰時，往往也是提升自我的良機，讓自己變得更強。 / 參加志願服務不僅能幫助他人，還能讓自己在其中獲得寶貴的良機。 / 在這次國際會議上，各國代表有良機交流意見，促進雙邊合作。 / 把握良機參加課外活動，可以增強人際關係和社交能力。 / 每當有名師開設新課程時，這都是一個良機讓學生充分吸收知識。 / 在競賽中獲得好成績，是每個選手展示自己實力的良機。 / 建立良好的職場關係，可以在未來的工作中創造更多的良機。 / 透過閱讀和研究，我們能夠發現隱藏的良機，提升自身的競爭力。 / 良機常常出現在我們意想不到的時刻，把握當下能帶來意想不到的收穫。,n,把握良機 / 錯過良機 / 迎接良機 / 好好珍惜良機 / 利用良機 / 創造良機 / 發展良機 / 學習良機 / 逃逸良機 / 提升良機,,,課外
兩頰,5948,左右兩邊的臉頰。[例]她害羞時，兩頰便紅得像顆蘋果。,The two cheeks; the left and right sides of the face.,左右兩邊的臉頰。,她看到久違的朋友，開心得讓她的兩頰染上了紅暈。 / 小孩生病的時候，兩頰有些發燙，讓媽媽特別擔心。 / 當他們在舞會上跳舞時，他的兩頰因緊張而微微泛紅。 / 在聽到驚喜消息的瞬間，她的兩頰緊接著掠過一陣笑容。 / 老師誇獎她的畫作時，她羞澀地低下頭，兩頰悄然變得紅紅的。 / 她的兩頰上揚，洋溢著幸福的笑容。 / 他的兩頰因激動而漲紅，顯示出他對比賽結果的喜悅。 / 當他看到心儀的對象時，兩頰的紅暈讓他的緊張情緒顯露無遺。 / 在父母的婚禮上，她感動得兩頰沾染了幸福的淚痕。 / 朋友們分享有趣的故事時，他的兩頰因笑聲而微微顫動，流露出無比的快樂。 / 兩頰的紅暈映襯出她此刻的羞澀與期待。,n,兩頰微紅 / 兩頰的紅暈 / 兩頰發燙 / 兩頰的笑容 / 兩頰的柔軟 / 兩頰的輪廓 / 兩頰上揚 / 兩頰映現的情緒 / 兩頰被吻 / 兩頰的美感,,,"映現, 襯, 沾染, 緊接著, 微, 映, 久違, 淚痕, 無遺"
良久,5949,很久。[例]當我第一眼觸及這片美景時，曾經為之愕然良久。,A long time; a phrase indicating a significant duration.,很久的意思。,他看著路邊的老樹，愣住良久，彷彿想起了童年的回憶。 / 他們在會議上討論了這個計畫良久，最終決定採取新的策略。 / 當我品嚐到那道美食時，驚訝良久，沒想到味道如此獨特。 / 我在窗邊看著窗外的細雨，思索良久，心中充滿了對過去的感慨。 / 她與朋友分開後，想念良久，心中涌起一陣暖意與不舍。 / 他努力工作了良久，終於等到了升遷的好消息，心中充滿了感激。 / 看著那幅畫作，我靜靜欣賞了良久，感受到藝術的力量。  / 他翻閱著舊相冊，回憶良久，腦海中浮現出無數珍貴的瞬間。  / 當報紙上看到那個熟悉的名字，我怔住良久，心裏湧起了許多情緒。  / 他們在爬山途中停下腳步，欣賞風景良久，感受到大自然的壯麗。  / 當我聽到那首熟悉的歌曲時，陶醉良久，似乎回到了過去的美好時光。,adv,等待良久 / 思索良久 / 考慮良久 / 沉思良久 / 回憶良久 / 期待良久 / 想念良久 / 愣住良久 / 驚訝良久 / 躊躇良久,,,"途中, 舍, 壯麗, 愣住, 相, 湧起, 暖意, 涌"
踉蹌,5950,形容走路歪斜不穩。[例]他語無倫次，腳步踉蹌，像是喝了不少酒。,To walk unsteadily or in a staggered manner.,形容走路歪斜不穩。,他喝醉酒後，踉蹌著走到屋外，差點摔倒。 / 她一邊哭泣，一邊踉蹌著尋找回家的路。 / 在酒吧裡，常常可以看到踉蹌的客人試圖叫計程車。 / 他腿傷未癒，走路時總是踉蹌不穩，讓人十分擔心。 / 路上的石頭讓他踉蹌了一下，差點跌倒。 / 隨著時間的推移，他的身體開始感到疲憊，步伐漸漸踉蹌不穩。 / 她因為低血糖，剛走幾步就感到踉蹌，必須停下休息。 / 風太大了，他在路上撐著傘踉蹌著前進，生怕被風吹倒。 / 在那個寒冷的夜晚，他踉蹌著走過街道，心中充滿了孤獨感。 / 他試圖追趕公交車，但因為鞋子磨損得不太好，踉蹌著差點摔倒。 / 踉蹌的腳步聲在寂靜的巷子裡回蕩，彷彿在訴說著一段故事。,vp-i,踉蹌的步伐 / 踉蹌的人影 / 踉蹌的腳步 / 踉蹌走路 / 踉蹌的身影 / 踉蹌著前進 / 踉蹌而行 / 踉蹌不穩 / 感到踉蹌 / 踉蹌的樣子,,,"生怕, 血糖, 感, 摔倒, 癒, 走過, 蕩, 公交, 歪斜, 磨損"
良善,5951,美好和善。[例]她不但長得漂亮，而且心地十分良善。,Good and kind; having a gentle and benevolent nature.,心地美好而善良。,他的良善表現在幫助有需要的人，從不求回報。 / 這個社區的志工都具備良善的品德，積極協助弱勢族群。 / 儘管遭遇困難，她依然選擇以良善的心態面對挑戰。 / 在這個競爭激烈的環境中，良善的合作精神讓團隊變得更強大。 / 儘管意見不合，他們仍然以良善的態度溝通，避免了衝突。 / 他常常通過小行動來表達良善，即使是隨手幫忙陌生人。 / 在生活中，良善的言語能夠帶給他人溫暖和鼓勵。 / 這位老師不僅教導知識，還以良善的方式關心每位學生的成長。 / 社會上需要更多良善的人，來推動互助與理解的文化。 / 他對待動物的方式十分良善，經常參與保護流浪動物的活動。 / 良善的行為不僅能改善人際關係，也能提升整體社會的和諧。,vs-adj,良善的人 / 良善的行為 / 良善的品德 / 內心的良善 / 良善的心靈 / 良善的意圖 / 良善的信念 / 良善的方式 / 表達良善 / 渴望良善,,,"良善良, 善"
亮相,5952,比喻公開出現在大眾面前。[例]蟄伏一段時間之後，他最近再度在歌壇亮相，依然受到歌迷熱情的歡迎。,To make a public appearance or come forward after a period of absence.,公開出現在大眾面前，通常指某人或某事重新出現、引起注意。,在時裝周上，這位設計師的最新系列首次亮相，吸引了眾多媒體的報導。 / 經過數月的籌備，這部話劇終於在影劇院亮相，演員們的精彩演出贏得了觀眾的熱烈掌聲。 / 在科技展覽中，這款新型智慧手機首次亮相，許多消費者對其創新的功能感到非常驚喜。 / 在今年的音樂節上，這位人氣歌手特別亮相，獻唱了多首新歌，讓粉絲們興奮不已。 / 隨著新專輯的發布，他在電視節目中亮相，分享了創作背後的故事，吸引了不少老朋友和新歌迷的注意。 / 新成立的藝術團體在畫廊亮相，展出了他們的首個展覽，吸引了許多藝術愛好者前來欣賞。 / 在國際汽車展上，這款概念車首次亮相，讓參觀者對未來的交通工具充滿期待。 / 隨著電影的上映，導演和演員們在紅毯亮相，接受媒體的採訪，分享拍攝過程中的趣事。 / 在冬季體育賽事中，這位年輕滑雪選手首次亮相，出色的表現讓觀眾們刮目相看。 / 這位作家在書展亮相，與讀者進行互動，討論他最新的小說及其創作靈感。 / 隨著新一季的到來，這位知名廚師在烹飪節目中亮相，展示了他獨特的料理技巧，吸引了眾多美食愛好者的關注。,va-i/N,首次亮相 / 再度亮相 / 新品亮相 / 特別亮相 / 在媒體前亮相 / 艺人亮相 / 重要場合亮相 / 定期亮相 / 在舞台上亮相 / 大方亮相,,,"賽事, 影劇院, 新型, 畫廊, 話劇, 獻唱, 展, 紅毯, 書展, 艺"
涼鞋,5953,鞋面通風，可露出腳趾或其他部分的鞋子，多在夏天穿著。[例]夏天穿涼鞋，既方便又舒適。,"A sandal; A type of footwear that is open and ventilated, allowing for comfort in warm weather.",鞋面通風，可露出腳趾或其他部分的鞋子，通常在夏天穿著。,今天的天氣很熱，我決定穿上我的涼鞋去逛街。 / 在沙灘上，人們都穿著五顏六色的涼鞋，非常方便。 / 這雙涼鞋不僅好看，還非常舒適，適合長時間穿著。 / 為了夏季旅遊，我特地購買了一雙輕便的涼鞋，以方便行走。 / 昨天我穿了新買的涼鞋，走了一整天，腳也沒有感到疲憊。 / 夏天的涼鞋真讓人愛不釋手，搭配任何服裝都很合適。 / 爸爸說，他年輕的時候也常常穿著涼鞋去戶外活動，十分自在。 / 對我來說，涼鞋是夏天必備的鞋款，讓我的雙腳保持涼爽。 / 這款涼鞋的設計融合了時尚與實用，讓人一看到就想購買。 / 朋友邀請我去海邊玩，我立刻找出了我的涼鞋，準備好迎接陽光。 / 夾腳涼鞋是我夏天的最愛，穿上它們走路特別輕鬆。 / 走在公園的小路上，涼鞋帶來的舒適感讓我更加享受這個夏日的午後。,n,涼鞋的款式 / 夏天的涼鞋 / 穿涼鞋 / 舒適的涼鞋 / 漂亮的涼鞋 / 流行的涼鞋 / 夾腳涼鞋 / 涼鞋搭配 / 輕便的涼鞋 / 購買涼鞋,,,"雙腳, 午後, 感, 腳趾"
良藥,5954,治病有效的藥材。[例]這是一帖治療傷寒的良藥，藥性溫和，請放心使用。,A good medicine; effective in treating illness.,治病有效的藥材。,這位老中醫的良藥有效又便宜，吸引了不少顧客前來諮詢。 / 雖然苦口，但這良藥對於治療咳嗽非常有效，大家都願意忍耐一下。 / 醫生叮囑他，良藥雖然不容易吞下，但只要堅持服用，病情就會改善。 / 良藥的效果需要時間才能顯現，切忌中途停藥。 / 有時候，良藥也需要配合適當的休息才能發揮最佳效果。 / 「這是一帖良藥，能有效治療你的傷寒，藥性溫和，請放心使用。」 / 這種良藥雖然價格不菲，但其療效卻讓病患感到十分滿意。 / 許多人不懂得良藥的珍貴，常常因為其苦味而拒絕服用。 / 在受傷後，醫生馬上給了他一帖良藥，希望能減輕他的痛苦。 / 醫院裡的良藥不僅能治療常見疾患，還可以用來調理身體，增強免疫力。 / 這位藥師推薦的良藥，據說可以幫助改善睡眠質量，受到許多人的喜愛。 / 雖然這良藥的成分複雜，但經過精心調配後，效果卻出乎意料的好。 / 吃完這帖良藥後，他感覺身體逐漸恢復了活力，準備迎接新的一天。,n,一帖良藥 / 良藥的效果 / 有效的良藥 / 醫生推薦的良藥 / 中藥良藥 / 這種良藥 / 珍貴的良藥 / 民間良藥 / 兒童良藥 / 良藥能治病,,,"還可以, 傷寒, 患, 治, 質量, 苦口, 苦味, 菲"
良知,5955,與生俱來能判斷是非善惡的智慧。[例]本著良知做事，才不會做出傷天害理的事情來。,Innate moral understanding or conscience that allows individuals to discern right from wrong.,與生俱來的智慧，能夠判斷是非善惡。,在做出重要決策之前，我總是會靜下心來檢視良知，以確保我的選擇符合道德標準。 / 這部電影引人深思，不僅讓人反思人性，也喚醒了觀眾心中隱藏的良知。 / 在面對不公正的現象時，我們應該勇敢站出來，讓社會聽到良知的聲音。 / 即使在困難的環境中，她依然堅持本著良知行事，拒絕妥協自己的原則。 / 每個人在生活中都會遇到道德的挑戰，只有回歸良知，才能找到正確的出路。 / 社會需要更多的人保有良知，去關心那些被遺忘的弱勢群體。 / 當他看到新聞中的醜聞時，心中深感不安，因為良知告訴他應該為真相發聲。 / 在教授學生時，我常常強調良知的重要性，希望他們能夠成為有責任感的公民。 / 當我們在商業競爭中遭遇不正當手段時，選擇堅持良知將會是最具價值的決定。 / 良知不僅是個人的道德指標，也是維護社會和諧的重要基石。 / 為了促進社會公正，我們必須共同努力，提升每個人的良知與道德意識。,n,保有良知 / 喚醒良知 / 失去良知 / 啟發良知 / 良知的聲音 / 良知與良心 / 檢視良知 / 良知不足 / 善用良知 / 良知的判斷,,,"善用, 本著, 基石, 保有, 引"
了不得,5956,非常突出、不平凡。[例]這種小把戲大家都會，沒什麼了不得。,Outstanding; extraordinary; remarkable.,非常突出，不平凡。,她的畫技真的了不起，加上用色很特別，讓我的朋友看到都讚嘆不已。 / 這部電影的劇情和特效都了不得，看完後我都想再看一次。 / 他在這場比賽中表現得了不得，成功打破了校內的紀錄。 / 他在國際科學比賽中獲得金牌，這樣的成就真的了不得。 / 這位音樂家的作品充滿創意和情感，讓人一聽就知道非常了不得。 / 他在升學考試中的優異成績，讓所有同學都感到十分了不得。 / 她的演講技巧和表達能力，非常了不得，讓聽眾都深受感動。 / 這本小說的情節設計和人物刻畫都了不得，讀者都忍不住一口氣看完。 / 他在社區服務中的奉獻精神，讓大家都感到非常了不得，深受啟發。 / 這位運動員在奧運會上的表現，堪稱了不得，為國爭光人人稱讚。 / 他那了不得的廚藝，無論做什麼菜都能讓人驚嘆不已，真是了不得的才能。,idiom,了不得的才能 / 了不得的成就 / 了不得的作品 / 了不得的英雄 / 了不得的經歷 / 了不得的表現 / 了不得的技術 / 了不得的人才 / 了不得的創意 / 了不得的故事,,,"校, 奧運, 爭光, 廚藝, 效, 深受, 畫技"
潦草,5957,粗率、不仔細、不工整。[例]她做事細心，從不潦草，因此常得到長官的讚許。,"Careless, hasty, and unrefined; characterized by a lack of attention to detail and disorderliness.",做事粗率、不仔細、也不工整。,她平常做事很細心，從來不會潦草應付。 / 在考試中，他因為緊張，寫下的答案顯得有些潦草。 / 老師在批改作業時，發現有幾位同學的作業寫得非常潦草，難以辨認。 / 他的潦草表現讓團隊失去了提升效率的機會。 / 雖然時間緊迫，但我覺得不能潦草完成這個項目，還是要仔細檢查。 / 他的報告潦草，讓主管對他的專業能力產生了懷疑。 / 在這次會議上，他的潦草發言沒有清晰傳達想法，造成了誤解。 / 她對這份計劃書的潦草準備，使得投資者對項目失去了興趣。 / 如果我們對客戶的需求潦草了事，可能會對公司形象造成負面影響。 / 他在寫信時潦草的字跡讓收信人感到困惑，不知道他真正的意思是什麼。 / 在時間緊迫的情況下，儘管他想快速完成任務，但潦草的表現讓最終的成果顯得不夠理想。,vs-adj,潦草的筆跡 / 潦草的工作 / 做事情潦草 / 潦草的方式 / 潦草的文筆 / 寫報告潦草 / 潦草的計劃 / 潦草的表現 / 被批評潦草 / 文章寫得潦草,,,"寫信, 些, 批改, 收信, 了事, 工, 計劃書"
療程,5958,因病情的需要而設定的醫療程序。[例]治病要依療程，循序漸進，才能順利康復。,A course of treatment or medical regimen established based on the needs of the patient.,因病情需要而設定的醫療程序。,醫生告訴我，這個療程必須持續三個月，才能看到明顯的效果。 / 她在接受放療的療程中，感到身體狀況有所改善。 / 每次治療前，護士都會確認我是否準時進行療程。 / 我參加瑜伽課程，希望能透過這個療程改善我的身體柔軟度。 / 在家自我療癒的療程中，我發現冥想對心理健康有很大幫助。 / 醫生建議我按照療程服藥，這樣才能有效控制病情。 / 完成這個療程後，我感覺精力充沛，身體狀況大幅提升。 / 這位病人在療程的初期，經歷了一些不適，但醫生說這是正常反應。 / 我的朋友在克服心靈創傷的療程中，參加了支持小組，獲得了很多鼓勵。 / 每個療程結束後，專業人士會與我討論進一步的治療計劃。 / 醫院的療程設計十分周全，確保每位患者都能得到最好的照顧。,n,一個療程 / 療程的效果 / 治療療程 / 療程的長度 / 完成療程 / 療程的進展 / 定期療程 / 按照療程 / 療程的安排 / 療程結束,,,"放療, 初期, 瑜伽, 適"
潦倒,5959,不得志或生活貧困。[例]窮困潦倒、一生潦倒,In a state of misfortune or poverty; having fallen into despair due to lack of success or wealth.,生活困苦，無法實現自己的志願。,他因為失業，這段時間過得非常潦倒，心情總是低落。 / 網路上有許多成功人士的故事，讓正在打拼的年輕人沒有因此覺得潦倒不前。 / 在朋友的支持下，她逐漸走出那段潦倒的生活，重新找到工作的熱情。 / 每個人都會有潦倒的時期，重點是如何從中恢復過來。 / 他努力克服潦倒的情緒，但抑鬱症的陰影仍然困擾著他。 / 她的家庭經濟狀況不佳，讓她感到未來一片潦倒，難以找到前進的方向。 / 即使面對潦倒的境遇，他仍然堅持每天鍛鍊，希望能改變自己的身體狀況。 / 老師告訴學生，遇到潦倒的時候，不必失去信心，努力學習才是最重要的。 / 縱使生活潦倒，他依然保持對美好事物的熱愛，這讓他感到一絲安慰。 / 這部電影描繪了一位潦倒作家的掙扎，讓觀眾深刻體會到創作的艱辛。 / 他一直在職場上努力，卻因為不被重視而感到潦倒不已，開始考慮轉行。,vs-i,窮困潦倒 / 一生潦倒 / 生活潦倒 / 心情潦倒 / 工作潦倒 / 精神潦倒 / 事業潦倒 / 人生潦倒 / 情緒潦倒 / 名聲潦倒,,,"症, 從中, 轉行"
了得,5960,表示情勢嚴重，令人無法忍受。[例]強盜猖狂到如此地步，居然敢在白天當眾搶劫，這還了得？,Serious; Used to indicate that a situation is grave or intolerable.,表示情況非常嚴重，令人難以忍受。,這麼嚴重的事情還了得？ / 他居然公然在大庭廣眾下偷東西，這樣的做法真是了得。 / 這種事情發生第二次，難道還能不讓人擔憂嗎？ / 你這樣做真的了得，我們必須立即采取措施。 / 他的行為讓我們不得不重新考慮合作的可能性，這樣的情況實在了得。 / 如果繼續這樣下去，公司的損失將會非常了得，必須立即改善。 / 錯得如此離譜還了得，這對團隊的影響實在太大了。 / 這樣的態度讓人非常了得，難道就沒有其他解決辦法嗎？ / 這次考試的結果真的了得，我們必須認真面對學習的問題。 / 他的失言在會議上造成了嚴重的後果，這樣的局面真是了得。 / 當前的局勢如此緊張，讓我們不得不承認這已經到了不得不行動的地步。 / 這種不負責任的行為讓人非常了得，我們需要對此做出嚴厲的回應。,idiom,這麼嚴重的事情還了得 / 你這樣做真是了得 / 這樣的行為不太了得 / 錯得如此離譜還了得 / 這樣的態度讓人了得 / 照這樣下去可真的了得 / 這種情況真的了得 / 他的過失不可小覷，完全了得 / 情勢如此，讓人不得不說了得 / 這件事真是很了得，不能掉以輕心,,,"負責任, 覷, 采, 照, 失言"
了得,5960,稱讚人本領高強。[例]這次的作文比賽他又獲得第一名，真是了得！,To be impressive or remarkable; it signifies high capability or achievement.,本領高強，值得稱讚。,這位畫家的作品色彩豐富，技巧高超，真是了得。 / 在音樂比賽中，她以驚人的才華和表現，要不是親眼所見，很難想像這樣的能力居然年紀這麼小，實在了得！ / 聽完他的演講，大家都感到很震撼，他的口才真是了得。 / 這次數學競賽，他又得了第一名，大家都說他的數學能力真是了得。 / 這位廚師的拿手好菜味道鮮美，獨具匠心，真是了得。 / 他的體育成就讓所有人都驚嘆，無論是足球還是籃球，他的技能都非常了得。 / 這本書的內容深刻，文筆優美，讓人讀後感到這位作家的才華實在了得。 / 參加這次科學展覽，他的創新實驗引起了廣泛關注，大家一致認為他的研究能力真是了得。 / 這位老師的教學方法獨特，能夠深入淺出，讓學生們都佩服他的教學能力，真是了得。 / 在這次演技比賽中，她的表現情感真摯，技巧嫻熟，觀眾都認為她實在了得。 / 他的計畫精確而具前瞻性，企業在他的帶領下迅速成長，許多人都感嘆他的商業頭腦非常了得。,idiom,真了得 / 了得的能力 / 了得的人 / 了得的成就 / 了得的才華 / 非常了得 / 確實了得 / 高明的了得 / 了得的技術 / 了得的智慧,,,"瞻, 匠"
了結,5961,完結、解決。[例]經過多次的折中協調，事情終於圓滿的了結。,To conclude or settle something.,事情的發展到達一個完滿的結束，或是解決了某個問題。,他們經過長時間的討論，終於了結了這個棘手的問題。 / 矛盾了結後，兩個團隊重新開始合作，氣氛明顯改善。 / 這次的會議讓所有的疑問得到解答，專案也順利了結。 / 經過多次的調解，兩家公司的合作問題最終得以了結。 / 她決定把這段不愉快的友情了結，以便專心生活。 / 這個案件在法庭上經過詳細審理後終於了結。 / 經過數個月的努力，團隊成功了結了這個複雜的專案。 / 在經歷了多次的波折後，這場比賽終於圓滿了結，參賽者都感到滿意。 / 他們的紛爭經過調解，最終也算是和平了結，雙方握手言和。 / 這部小說的結尾讓所有角色的故事都得以了結，讀者感到十分滿意。 / 在社區的努力下，環境問題終於得到了重視，並成功了結了。,vp-i,終於了結 / 案件了結 / 矛盾了結 / 事情了結 / 和平了結 / 成功了結 / 儘快了結 / 負擔了結 / 時間了結 / 調解了結,,,"參賽, 言, 完滿"
寥寥,5962,稀少、稀疏。[例]寥寥可數、寥寥無幾,Sparse; few in number; referring to something that is rare or not densely populated.,稀少而且稀疏。,這篇文章中的例子寥寥可數，很難讓人理解作者的觀點。 / 在這座城市裡，寥寥無幾的老建築讓人感受到濃厚的歷史氛圍。 / 當我回憶起童年的快樂時光，心中只能浮現出寥寥幾個畫面。 / 在茫茫的書海中，我找到的關於這位作家的書籍都寥寥無幾。 / 他發言時，寥寥幾個重點卻道出了參加會議的核心議題。 / 在這次比賽中，自信的選手只有寥寥幾位，其他人似乎都非常緊張。 / 在這片寧靜的湖邊，只有寥寥幾朵野花隨風搖曳，增添了幾分靜謐。 / 每當我翻閱那本舊書，裡面寥寥的幾篇詩句總能觸動我的心弦。 / 在他的畫展上，寥寥幾幅作品卻展現了他深厚的藝術造詣。 / 這次聚會的人數寥寥無幾，但大家都十分珍惜這難得的相聚時光。 / 雖然路上的行人寥寥，城市的夜景卻依然充滿迷人的魅力。,vs-adj,寥寥可數 / 寥寥無幾 / 寥寥無人 / 寥寥一二 / 寥寥幾筆 / 寥寥詩句 / 寥寥數句 / 寥寥回憶 / 寥寥數據 / 寥寥機會,,,"隨, 野花, 畫展, 舊書"
寥寥無幾,5963,形容數量極少。[例]這家新開的百貨公司因事前宣傳不力，開幕當天顧客寥寥無幾。,Very few; Extremely limited in number.,形容數量極少。,這家新開的咖啡店下午茶時段的客人寥寥無幾，讓店員感到有些失望。 / 在這座小鎮上，專門賣古董的店面寥寥無幾，顯得格外珍貴。 / 即使道德論壇的主題非常重要，但到場的人數寥寥無幾，讓討論變得有些冷清。 / 這場展覽的參觀者寥寥無幾，難以引起媒體的注意。 / 這次招聘會的求職者寥寥無幾，使得招聘官感到意外。 / 在這次比賽中，選手的參賽名額寥寥無幾，讓競爭顯得格外激烈。 / 這部電影的觀眾寥寥無幾，讓影院的氣氛顯得有些冷淡。 / 雖然社區舉辦了環保活動，但參加的人數寥寥無幾，影響了活動的效果。 / 這所學校的課外活動參與者寥寥無幾，使得活動的多樣性受到限制。 / 由於天氣惡劣，今天的戶外市場顧客寥寥無幾，商販們只好耐心等待。 / 這篇文章的評論寥寥無幾，讓作者感到有些失落。,idiom,顧客寥寥無幾 / 機會寥寥無幾 / 資源寥寥無幾 / 朋友寥寥無幾 / 訪客寥寥無幾 / 作品寥寥無幾 / 方法寥寥無幾 / 意見寥寥無幾 / 購買者寥寥無幾 / 情況寥寥無幾,,,"參賽, 課外, 些, 商販, 訪客, 求職, 午, 影院, 招聘"
了然,5964,清楚、明瞭。[例]一目了然、了然於心,Clear and distinct; Understandable and evident.,清楚明瞭，沒有疑問。,在老師的詳細解釋之後，學生們對這個難題終於了然於心。 / 對於這次活動的安排，他早已了然，準備得十分周到。 / 經過幾個小時的討論，大家對計畫的細節已經完全了然，沒有再疑慮。 / 他清楚這項任務的重要性，因此每個步驟都了然無遺地記錄下來。 / 在閱讀報告時，數據的變化讓我對整體情況了然於胸。 / 經過這次會議，所有參加者對項目的進展了一目了然，讓大家都能夠清楚掌握最新情況。 / 她對這個城市的歷史非常熟悉，走在街上每個角落都了然於心。 / 在檢查資料的過程中，他發現其中的問題早已了然，並迅速提出了解決方案。 / 隨著時間的推移，他對這門課程的內容漸漸了然，不再感到困惑和迷茫。 / 這本書的結構清晰，讓讀者在幾頁之內便了然於作者的主題和觀點。 / 透過這次實地考察，科學家們對生態系統的運作原理已經了然，如同掌握了一把鑰匙。,vs-i,一目了然 / 了然於心 / 了然於胸 / 了然清楚 / 了然如指掌 / 了然無遺 / 了然明瞭 / 清晰了然 / 完全了然 / 讓人了然,,,"然, 迷茫, 遺, 之內, 無遺, 早已"
