number,old_definition,word,definition,translation,example_sentences,part_of_speech,collocations,problematic_words
2768,將資料或訊息鍵入電腦或相關裝置。[例]他將昨天的會議紀錄輸入電腦，建檔儲存。,輸入,將資料或訊息鍵入電腦或相關裝置中。,To input or enter data or information into a computer or related device.,為了提高工作的效率，他每天都要將新的銷售數據輸入系統。 / 他發現自己在輸入密碼時，不小心打錯了一個字母，導致系統無法登入。 / 輸入這些資料後，軟體會自動生成報告，節省了許多手動編輯的時間。 / 在國際會議上，翻譯人員需要即時將發言者的講話輸入電腦，以便提供準確的實時翻譯。 / 他正在努力學習新的語言輸入法，希望能更快地輸入文字和完成工作。 / 每當我將新的聯絡人資訊輸入手機時，總會感到這是一個很好的整理方式。,va-t,輸入資料 / 輸入密碼 / 輸入指令 / 輸入介面 / 輸入數據 / 輸入帳號,"實, 輸入法, 鍵入, 登入"
2769,把密集的人員、物質、裝備搬移分散開來。[例]大樓突然發生火警，警方緊急疏散人群。,疏散,把密集的人員、物質、裝備搬移分散開來。,To evacuate or disperse people or things from a crowded or dangerous area.,在火災發生時，消防員迅速指揮疏散樓內的所有人員。 / 學校定期舉行疏散演練，以提高學生和教職員應對緊急狀況的能力。 / 在大型音樂會上，工作人員為了安全，提前設置了疏散路線圖。 / 由於工廠發生氣體洩漏，管理人員緊急疏散了所有工人，確保每個人的安全。 / 隨著火警警報響起，校方立即啟動疏散程序，以防學生陷入危險。 / 由於山區發生滑坡，救援隊迅速展開疏散作業，保障受困居民的安全。,vp-t,緊急疏散 / 疏散人群 / 疏散路線 / 順利疏散 / 迅速疏散 / 疏散演練,"響起, 滑坡, 搬移, 火警, 型"
2770,對某人或某種事物的了解比較透澈。[例]不用你介紹，他們倆早就熟識了。,熟識,對某人或某種事物的了解比較透澈。,Familiar with or knowledgeable about someone or something.,他們雖然第一次見面，但因為有共同的朋友，所以很快就熟識了。 / 在職場上，與同事之間的熟識程度會影響工作合作的效率。 / 孩童的抵抗力較低，旅行前可至熟識的醫生處開一些小孩簡易的處方備用。 / 不用你介紹，他們倆早就熟識了。 / 熟識的朋友能幫助你解決很多困難，讓生活更加輕鬆。 / 雖然他們來自不同的國家，但因為互相熟識，交流時毫無障礙。,vs-i/N,熟識的朋友 / 熟識程度 / 熟識的人 / 互相熟識 / 熟識的關係 / 彼此熟識,"倆, 毫無, 簡易, 透澈"
2771,比喻想不出辦法解決問題。[例]他得了一種怪病，群醫皆束手無策。,束手無策,比喻想不出辦法解決問題，感到無能為力。,At a loss; unable to find a solution.,面對這個棘手的問題，專家們也感到束手無策。 / 當他發現自己被誤解時，只能束手無策地等待機會解釋。 / 對於這個難以預測的局勢，政府官員表示束手無策。 / 她在困難面前束手無策，心中充滿了無助感。 / 科學家們對於這種新型病毒的傳播感到束手無策，呼籲加強研究。 / 在這場激烈的競爭中，許多企業感到束手無策，不知如何改變策略。,idiom,感到束手無策的情況 / 對於這個問題束手無策 / 專家對此束手無策 / 在這種情況下束手無策 / 在困難面前束手無策 / 這種疾病讓醫生束手無策,"知, 新型"
2772,敘述說明。[例]他將事情發生的經過仔細述說了一遍。,述說,敘述事情的經過或情況，並加以說明。,To narrate or explain in detail; to provide an account of events.,在會議上，專家清楚地述說了研究結果的重要性，讓所有參與者都感到震撼。 / 這部電影通過角色的述說，帶領觀眾深入了解那段不為人知的歷史。 / 老師在課堂上生動的述說吸引了每一位學生的注意。 / 他在演講中誠懇的述說感動了在場的每一個人。 / 在書展上，作者親自述說創作背後的故事，讓讀者更加喜愛他的作品。 / 在陪伴奶奶的時候，她總是靜靜地述說那些舊時光的點滴回憶。,vp-t,認真的述說 / 詳細的述說 / 清楚的述說 / 生動的述說 / 靜靜地述說 / 基於事實的述說,"書展, 知"
2773,部下。[例]那位長官為人公正不阿，屬下都很尊敬他。,屬下,部下是指在某個組織或團體中，服從更高階層的職位，通常負責執行上級的指示。,"Subordinate; Referring to a person who is under the authority of another, typically in a hierarchical organization.",作為一個好主管，他總是願意聆聽屬下的意見和建議，讓團隊更加團結。 / 這位經理常常舉辦會議，鼓勵屬下分享他們的工作挑戰。 / 主任在年度評估中，對屬下的業績給予充分肯定，提升了士氣。 / 身為領導者，應該時常回顧屬下的表現，以便進行有效的指導。 / 這位主管在團隊建設方面非常用心，經常舉辦活動促進屬下之間的合作與信任。 / 對於新進屬下的培訓，他特別設計了一套課程，幫助他們快速融入團隊。,n,屬下的工作 / 屬下的能力 / 屬下的表現 / 指導屬下 / 鼓勵屬下 / 信任屬下,士氣
2774,把健康人的血液，注入到病人體內。[例]幸虧醫生及時為他輸血急救，才挽回了性命。,輸血,把健康人的血液注入到病人體內，幫助病人恢復健康。,To transfuse blood; to inject blood from a healthy person into a patient.,在手術過程中，醫生發現他需要大量輸血，才得以穩定病情。 / 幸虧有足夠的志願者捐血，讓醫院能夠及時為病人輸血。 / 面對嚴重的車禍傷者，急救人員迅速將血液輸送到醫院，進行緊急輸血。 / 醫院建立了完善的輸血系統，以確保每位病人都能在需要時接受安全輸血。 / 輸血過程中，護士仔細監測病人的狀況，以確保輸血的安全性和有效性。 / 醫院的輸血部門每天都需處理大量的輸血需求，以支持各科室的治療工作。,n,大量輸血 / 及時輸血 / 緊急輸血 / 輸血安全 / 輸血需求 / 輸血記錄,"體, 捐血, 監測, 室, 輸送"
2775,事物本具有的性質。[例]富於延展是黃金的本有屬性。,屬性,事物本來具有的性質。,A property or attribute inherent to a thing.,水的液態屬性使它在不同的環境中流動，成為生命的來源。 / 一些金屬的導電屬性使它們成為電子產品中不可或缺的材料。 / 食品的屬性影響了它們的儲存和消費方式。 / 每種動物的繁殖屬性在生態系統中扮演著重要的角色，確保物種的延續。 / 在藝術創作中，作品表現的獨特屬性常常引起觀眾的共鳴。 / 地球的自轉屬性使得我們經歷日夜變化，影響了生物的生活節奏。,n,獨特屬性 / 內在的屬性 / 外在的屬性 / 明顯的屬性 / 物理的屬性 / 事物的屬性,"導電, 液態"
2776,樹下日光照不到的地方。[例]夏日公園裡常可見人們坐在樹蔭下乘涼。,樹蔭,在樹下，日光照不到的地方。,Shade under a tree; the area beneath a tree that is protected from sunlight.,在炎熱的夏天，樹蔭成了人們避暑的理想場所。 / 園丁特意在公園裡種了幾棵大樹，讓遊客可以在樹蔭處休息。 / 每當午後陽光強烈時，我都喜歡帶一本書，坐在樹蔭下靜靜閱讀。 / 在樹蔭旁，老人們坐著聊天，分享著彼此的故事和經歷。 / 每當我感到疲倦，就會選擇在樹蔭下小憩一會，讓心情平靜下來。 / 學校的操場上，孩子們喜歡在樹蔭下畫畫，創造出美麗的藝術作品。,n,樹蔭下 / 樹蔭處 / 樹蔭下 / 在樹蔭休息 / 在樹蔭下玩耍 / 在樹蔭下散步,"午後, 遊客, 照, 憩, 日光"
2777,用來表示特殊領域意義的專業詞彙。[例]這篇文章中用了許多專業術語，外行人可能看不懂。,術語,用來表示特殊領域意義的專業詞彙。,A term; a word or phrase used to denote a specific meaning within a particular field or area of expertise.,這篇報告使用了許多醫學術語，讓非專業人士很難理解。 / 在這次會議上，專家們運用經濟術語分析了市場趨勢。 / 這本書中的法律術語令人困惑，普通讀者可能無法順利閱讀。 / 這個行業的技術術語變化迅速，新進員工需要花時間適應。 / 在藝術創作中，藝術術語的使用能夠精確傳達創作者的情感與理念。 / 在環境科學的討論中，專業術語的準確使用對於表達觀點至關重要。,n,專業術語 / 醫學術語 / 法律術語 / 經濟術語 / 商業術語 / 藝術術語,
2778,保持距離而不親近。[例]自從他調職後，就與原來的同事疏遠了。,疏遠,保持距離而不親近。,To become distant or estranged; to maintain a distance and not be close.,朋友之間如果常常不聯絡，就會漸漸疏遠。 / 他與父母因為意見不合而疏遠了幾年，但最近開始修復這段關係。 / 在這個快步的社會中，很多人覺得和老朋友越來越疏遠，心中不免感到難過。 / 隨著時間的改變，那段曾經親密的友情因為各自的生活而逐漸疏遠。 / 他們的友誼因為生活環境的變化而變得疏遠，使得彼此之間的聯繫越來越少。 / 在社交媒體普及的今天，面對面的交流減少，許多人感到與親友的關係越來越疏遠。,va-t,疏遠的朋友 / 疏遠的關係 / 疏遠的情感 / 逐漸疏遠 / 疏遠的同學 / 變得疏遠,
2779,清楚、透澈的了解。[例]小王從小和我一起長大，我熟知他的個性。,熟知,對某事物有清楚而深入的了解。,To be well acquainted with or have a deep understanding of something.,這個國家的歷史最遠可追朔到五千年前，但較為世人所熟知的是近兩百年的變化。 / 我熟知這個領域的最新研究成果，因此能夠提出有價值的建議。 / 這本書的作者熟知心理學的各種理論，讓他的作品更加深入人心。 / 他在國際貿易方面的經驗很豐富，也熟知各種市場的運作規則，因此他的事業發展得很好。 / 這位資深教師對學生的學習習慣熟知於心，能夠針對性地制定教學計畫。 / 良好的溝通能夠有效提高團隊的合作效率是大家熟知的事實。,vs-t,熟知的事實 / 熟知的內容 / 熟知的情況 / 熟知的背景 / 熟知的規則 / 熟知的歷史,"性, 較為, 追朔"
2780,對應於某一度量單位的量。[例]這個經由實驗而得的數值告訴我們，物體在液體中所受的浮力等於物體所排開的液體重量。,數值,對應於某一度量單位的量。,A numerical value corresponding to a specific measurement.,這個實驗的數值顯示，溫度對化學反應速率有很大的影響。 / 我們需要更精確的數值來確定這個理論是否正確。 / 在統計分析中，數值的波動可能代表市場的變動情況。 / 每次實驗之後，我們都要檢查數值是否符合預期的範圍。 / 數值的計算需要使用正確的公式，這樣才能得出準確的結果。 / 在進行風險評估時，數值的準確性直接影響到最終的決策。,n,一個數值 / 數值的變化 / 數值的大小 / 數值的計算 / 數值的比較 / 數值的測量,"度量, 得, 速"
2781,玩弄、賣弄。[例]耍花樣、耍大刀、耍嘴皮,耍,玩弄某種技巧或花樣，或故意讓人注意。,To play or manipulate; to show off or display ostentatiously.,他喜歡在朋友面前耍脾氣，其實並沒有什麼厲害的本事。 / 她在舞台上耍花樣，讓觀眾感到驚喜和開心。 / 他總是喜歡耍嘴皮，討論一些無關緊要的話題。 / 她在聚會上耍小聰明，試圖引起大家的注意。 / 有些人喜歡耍手段，以達到自己隱藏的目的。 / 在國內十多所大專院校的設計科系中，透過彩繪、街舞和其他方式，來耍出公共藝術創作聯展。,va-t,耍花樣 / 耍脾氣 / 耍嘴皮 / 耍手段 / 耍花招 / 耍小聰明,"專, 花招, 院校, 聯展"
2782,拋棄、拋開。[例]我們走太快了，把他一個人甩在後面。,甩,拋棄或拋開某人或某物。,To throw away or abandon; to cast aside.,她想甩掉這段不快樂的感情，重新開始。 / 我們走得太快，前面的人被我們甩在了後面。 / 她不想再拖著過去的包袱，決定勇敢甩開。 / 他努力甩掉過去的創傷，讓自己重新振作起來。 / 他在路上被朋友甩開，獨自一人漫步於城市的角落。 / 她決定甩掉那些負面情緒，學會享受當下的生活。,va-t,把他甩掉 / 甩掉負擔 / 甩開包袱 / 甩掉煩惱 / 甩掉過去 / 甩掉負面情緒,
2782,搖擺、揮動。[例]甩頭、甩尾巴、甩辮子　◎,甩,搖擺或揮動某物，動作通常是用力而迅速。,To swing or sway; to shake or wave.,她在派對上甩動她的裙子，吸引了所有人的目光。 / 他們在海邊玩耍時，甩來甩去的水花讓大家都笑了。 / 每當車輛經過時，狗狗們都會甩著尾巴，興奮地想要追上去。 / 她心情不好，就在家裡甩了甩頭，想要打發掉不好的情緒。 / 她在跳舞的時候，甩著長髮，像是在和音樂一起飛揚。 / 她的寵物貓總是喜歡甩動尾巴，表現出它的好奇和活潑。,va-t,甩手 / 甩頭 / 甩尾巴 / 甩來甩去 / 甩出去 / 甩動,"揮動, 水花, 物"
2782,理會。[例]她根本不甩他，獨自走開了。,甩,對某人或某事物不予理會，表示不在意或不關心。,To dismiss or ignore; to not pay attention to.,他跟她告白時，她直接說「我根本不甩你」，讓他十分尷尬。 / 在聚會上，張三對李四的玩笑話完全不甩，繼續和別人聊天。 / 她的朋友試圖提醒她注意學業，但她明顯不甩這個建議，依然玩得很開心。 / 他對那些負面的評論根本不甩，專心做好自己的工作。 / 在比賽中，即使對手發揮出色，她也根本不甩，堅持自己的節奏。 / 她對那部電影的差評完全不甩，依然熱衷於分享自己的觀點。,vp-t,根本不甩他 / 完全不甩 / 不甩他的感受 / 不甩建議 / 甩手不管/ 不甩常規 / 甩掉包袱,"予, 李四, 評, 玩笑話"
2783,體貌老化，精力耗損。[例]他遭遇重大變故，一夕之間衰老許多。,衰老,體貌變得老化，精力減少。,To age or become old; to experience a decline in vitality and energy.,隨著年齡的增長，人們難免會感受到衰老的影響。 / 生活習慣的改善，可以幫助減緩衰老的過程。 / 他每天都鍛鍊，希望能延緩衰老的速度。 / 家族的遺傳對衰老的速度有很大的影響。 / 衰老的過程常常伴隨著健康問題的出現。 / 科學家們不斷研究，希望找到有效的抗衰老方法。,vp-i,衰老的面容 / 衰老的身體 / 自然衰老 / 抗衰老的方法 / 減緩衰老 / 衰老的過程,"體貌, 化, 抗"
2784,形容穿著或風度俊俏優美。如：「這家店專賣時下年輕人喜愛的帥氣服飾。」,帥氣,形容一個人的外表和風度吸引人。,"Stylish; referring to something that is fashionable, handsome, or attractive.",在派對上，她的帥氣造型讓所有人都驚訝不已。 / 他騎著一輛摩托車，看起來既帥氣又有型。 / 這部電影的男主角不僅演技好，帥氣的外型也吸引了很多觀眾。 / 在比賽中，他帥氣的專注神情讓隊友們倍感鼓舞。 / 她的帥氣短髮搭配時尚的衣服，讓整個造型更加出眾。 / 他的帥氣笑容總是能融化周圍人的心。,vs-adj,帥氣的外型 / 帥氣的風格 / 帥氣的造型 / 帥氣的笑容 / 帥氣的形象 / 帥氣的打扮,"隊友, 短髮, 型, 既"
2785,不強健或不興盛。[例]他因長期營養不良，身體非常衰弱。,衰弱,身體或精神不強健，狀況不佳。,Weak; lacking strength or vigor.,老王的身體因為長期的病痛而變得衰弱，無法再像以前一樣工作。 / 她每天運動，希望能改善因久坐而導致的衰弱身體。 / 隨著年齡的增長，他發現自己的體力逐漸衰弱，爬樓梯時感到十分吃力。 / 對於經常熬夜的人來說，精神衰弱已成為日常生活的一部分，影響了工作效率。 / 接連的壓力讓他的精神狀態日益衰弱，連朋友聚會也不想參加。 / 由於缺乏運動，她的肌肉逐漸衰弱，導致生活中的一些日常活動變得困難。,vs-adj,身體衰弱 / 精神衰弱 / 明顯衰弱 / 逐漸衰弱 / 感到衰弱 / 變得衰弱,"得, 期, 梯, 爬樓, 強健"
2786,逐漸減弱。[例]她患有嚴重的糖尿病，視力逐漸衰退。,衰退,逐漸減弱或下降。,To decline or weaken gradually.,隨著年齡的增長，他感覺自己的記憶力逐漸衰退。 / 若不加以運動，體力會隨著時間而衰退。 / 在全球競爭中，技術的衰退可能導致企業失去市場份額。 / 長期的經濟衰退使得不少家庭陷入了困境。 / 隨著科技的快速發展，某些傳統行業正面臨衰退的挑戰。 / 在經歷了數年的繁榮之後，該國的房地產市場開始出現衰退的跡象。,vp-i/N,經濟衰退 / 能力的衰退 / 心智的衰退 / 認知的衰退 / 體力的衰退 / 競爭力的衰退,"額, 若, 期, 減弱"
2787,領先、首先。[例]他率先發起募捐，獲得同事們熱烈的響應。,率先,領先、首先行動或做某事。,To take the lead or be the first to initiate something.,這家公司率先推出環保包裝，得到了消費者的支持。 / 政府率先制定了新的政策，以應對氣候變遷的挑戰。 / 他們率先完成了這項研究，為後續的學術工作奠定了基礎。 / 在公共衛生危機中，這位醫生率先提供專業建議，幫助社區應對困難。 / 在推動數位轉型的過程中，這所學校率先實施線上教學，為學生提供更多學習機會。 / 在文化交流活動中，這個社團率先舉辦多元化的展覽，增進了不同族群之間的理解。,va-i,率先發起 / 率先行動 / 率先推動 / 率先實施 / 率先解決 / 率先表態,
2788,白色如霜的粉末或膏脂。[例]砒霜、面霜、杏仁霜,霜,白色的冰晶早上常在地面或植物上出現,A white powder or paste that resembles frost.,乳霜或乳液能延長鎖水保溼的時間，讓肌膚長時間維持水潤感。 / 霜的質地通常比較厚，是日常護理的最後一步，因為它含有較多的營養，所以保濕效果很好。 / 這幾年開始流行了霜狀腮紅. 像是唇頰霜在日本是相當的受歡迎。 / 正確使用乳霜的步驟是，先將乳霜均勻塗在臉上，然後在手上取一些乳霜，利用手的溫度將乳霜稍微加熱後再塗抹。 / 乳霜已經成為大家保養不可或缺的品項，無論質地、效果，年年都有令人振奮的進展。 / 朋友推薦的面霜效果很好，讓我的皮膚感覺柔滑如霜。,n,美容霜 / 抗老面霜 / 使用霜的方法 / 保濕霜的效果 / 霜狀 / 美白霜,"柔, 水潤, 保濕, 乳霜, 霜狀, 含有, 抗, 晶, 保溼, 護理, 塗抹, 乳液, 日本, 頰, 面霜, 腮紅"
2788,接近地面的水蒸氣，遇冷而凝結成的白色結晶細微顆粒。[例]床前明月光，疑是地上霜。（唐．李白〈靜夜思〉詩）,霜,接近地面的水蒸氣遇冷而凝結成白色結晶。,Frost; A white crystalline substance formed when water vapor near the ground freezes.,早晨的草地上覆蓋著一層白霜，看起來就像是銀色的毯子。 / 在寒冷的秋夜，天氣變得非常冷，地上出現了霜，讓人感到一絲清寒。 / 這個冬天特別冷，樹葉上結了霜，讓整個園子看起來很美。 / 在北方的村莊，每到清晨，田野裡經常會看到霜凍的景象，給農民的工作增添了挑戰。 / 清晨的時候，空氣很冷，地面上結了一層霜，走過去時會發出輕微的吱呀聲。 / 當我在山頂露營時，早上醒來時驚訝地發現帳篷上覆蓋著厚厚的一層霜。,n,一層霜 / 晨霜 / 霜花 / 白霜 / 霜凍出現 / 霜融化,"得, 園子, 走過, 晨霜, 花白霜霜, 凝結, 水蒸氣, 秋夜, 山頂, 遇, 吱, 清寒"
2789,兩種的、兩方面的、加倍的。[例]雙重任務、雙重身分、雙重效果,雙重,具有兩種或兩方面的特性，通常為加倍的意思。,"Dual; Having two kinds, aspects, or characteristics; [Example] dual tasks, dual identity, dual effects.",當公司招聘時，對於求職者的雙重標準讓人感到不滿。 / 她的工作讓她面臨雙重壓力，一方面要達成業績目標，另一方面又要管理團隊的情緒。 / 他在社交場合中展現出雙重人格，一面友善熱情，另一面卻冷漠疏離。 / 他的雙重身份使得他在工作和家庭之間的平衡變得更加困難。 / 對於這項新政策，市民們表達了對政府雙重標準的質疑，認為執行不一致。 / 學校對待優秀學生的雙重待遇，讓其他學生感到不公平和失落。,vs-adj,雙重身份 / 雙重標準 / 雙重待遇 / 雙重國籍 / 雙重選擇 / 雙重驗證,"求職, 招聘"
2790,痛快、直截了當。[例]他毫不猶豫，相當爽快的答應了我的請求。,爽快,痛快而且坦率,Straightforward and unreserved; meaning done in a frank and direct manner.,朋友們約我一起去爬山，我爽快的答應了。 / 他在面對困難時，爽快的承認自己的錯誤，讓大家都很佩服。 / 他毫不猶豫，相當爽快的答應了我的請求。 / 在工作會議上，經理爽快的回答了大家的問題，讓每個人都感到安心。 / 當朋友需要幫助時，我爽快的提供了我的協助，讓他們感到暖心。 / 他對於這次旅行的計劃爽快的表示參加，大家都很期待一起出發的時刻。,vs-i,爽快的答應 / 爽快的回應 / 爽快的拒絕 / 爽快的回答 / 爽快的行動 / 爽快的態度,"毫不, 暖"
2791,水流動的情形。[例]這座港口因水流穩定，終年不結冰，故經濟效益頗高。,水流,水流動的情形。,A flow of water; a situation where water is moving.,在森林裡，水流經過的地方常常會形成美麗的溪谷。 / 水流的速度越快，河床的石頭就越容易被沖刷乾淨。 / 農田的用水系統設計得很好，可以有效控制水流，避免浪費水。 / 在這個水域中，水流的變化影響了附近生物的多樣性。 / 隨著季節的變遷，河流的水流量也會有所不同，形成獨特的自然景觀。 / 科學家們正在研究這條河流的水流動態，以了解其對環境的影響。,n,水流速度 / 水流量 / 水流分析 / 水流測試 / 水流變化 / 水流控制,"沖刷, 農田, 河床, 溪谷, 水流量"
2792,一種建築材料。混合石灰石與黏土後，用水澄洗，燒成塊狀，再用機器碾成的粉末。使用時加細沙拌水，乾燥後堅硬如石。可用以鋪築街道、地板或牆壁等。因初由西洋傳入，故亦稱為「洋灰」。[例]一般建築物都使用水泥來穩固地基。　△士敏土、水門汀,水泥,一種建築材料，由石灰石和土混合後燒成，磨成細粉。使用時加細沙和水，乾燥後變得很堅硬。,"A type of building material made by mixing limestone and clay, washing with water, and then burning to form blocks which are ground into powder. When mixed with fine sand and water, it hardens like stone upon drying. It is used for paving roads, floors, and walls. Also referred to as ""洋灰"" due to its Western origin.",這個路段最近進行了水泥施工，希望能提高行車安全。 / 水泥和沙子混合後，能夠製作出堅固的水泥塊，用於各種建築。 / 這座橋的水泥結構經過專業設計，以確保能夠承受重型車輛的壓力。 / 這個公園的新步道是用水泥製成的，讓遊客在雨天也能輕鬆散步。 / 水泥的品質會直接影響建築物的穩固性，所以一定要選擇好的材料。 / 上週，工人們完成了新體育館的水泥地面施工，期待未來的各項活動能順利進行。,n,水泥地面 / 水泥工程 / 水泥強度 / 水泥配比 / 水泥施工 / 水泥的品質,"行車, 重型, 石灰, 遊客, 雨天"
2793,政府稽徵各項租稅所得的稅款。[例]稅收是國家建設經費的主要來源。,稅收,政府向人民和企業徵收的各項租稅所得，用於公共支出和國家建設。,Government revenue collected through taxes.,稅收的增加使政府有更多資金投入公共建設。 / 對於企業來說，合理的稅收政策可以促進經濟發展。 / 這次稅收改革的目的是減輕中小企業的財務壓力。 / 政府正在研究新的稅收來源，以應對日益增長的公共支出需求。 / 隨著經濟的恢復，稅收收入相應地出現了增長的趨勢。 / 合理的稅收負擔能夠促進社會的穩定和繁榮。,n,稅收制度 / 稅收來源 / 稅收增長 / 稅收減免 / 稅收審核 / 合法稅收,"減免, 租稅, 企"
2794,船夫、船員。[例]這艘船上的水手都有豐富的航海經驗。,水手,在船上工作的人，負責操作和管理船隻。,A sailor; a crew member on a ship.,每位水手都經過嚴格訓練，以應對惡劣的天氣條件。 / 水手的工作不僅限於航行，還包括維護船隻的設備和安全檢查。 / 水手的生活雖然艱苦，但他們也享受海上的自由與挑戰。 / 資深的水手經常會指導新進成員，分享他們的經驗和技巧。 / 水手的任務是確保貨物安全抵達目的地，這對貿易至關重要。 / 白天水手們忙碌於各項工作，夜晚則圍坐分享彼此的故事。,n,水手的工作 / 水手的生活 / 水手的經驗 / 水手的訓練 / 資深的水手 / 水手的技能,圍坐
2795,,水桶,水桶是一種用來裝水的容器，通常是圓柱形，底部較寬，上部較窄，可以用來提水或用於其他液體的儲存。,A water bucket; a cylindrical container used for holding and transporting water.,這個村子裡的每家每戶都有一個水桶，用來存放雨水。 / 學校的操場旁邊，有一個大水桶，供學生們在體育課時解渴。 / 在炎熱的夏天，水桶裡的水被用來為花園澆水，讓植物保持活力。 / 昨天下雨後，街道上的水桶裡積滿了水，孩子們在旁邊玩耍。 / 她利用這個水桶，將花園裡的水收集起來，以便日後使用。 / 空水桶放在陽台上，正準備被用來收集即將來臨的雨水。,n,大水桶 / 小水桶 / 空水桶 / 裝滿水的水桶 / 水桶的用途 / 水桶的容量,"形, 日後, 積滿, 供, 容量, 裝滿, 體育課, 存放, 圓柱, 雨水"
2796,海洋或河流所包含的一定範圍。[例]船隻航行時不可任意闖越他國水域。,水域,海洋或河流所包含的一定範圍。,A defined area of water in the ocean or a river.,漁民需要遵守法律，不能在禁漁水域內捕魚。 / 這片水域是海龜的棲息地，我們必須保護它。 / 國際水域的規則對所有國家的船隻都有約束力。 / 演員們在片中討論保護水域的重要性，這引起了觀眾的關注。 / 科學家們正在研究水域中的生物多樣性，希望能提出更好的保護方案。 / 為了維護海洋生態，我們應該加強對於水域環境的監測和保護。,n,監控水域 / 跨越水域 / 保護水域 / 國際水域 / 水域環境 / 水域生態,"禁, 漁, 監測, 海龜, 棲息, 捕"
2797,灌溉用水或飲用水等的來源。[例]最近水源不足，嚴重影響到人民生活。,水源,提供水的地方。,A source of water for irrigation or drinking.,保護水源不僅能維持生態平衡，還能保障我們的飲水安全。 / 在乾旱季節，水源的管理變得尤為重要，否則將影響農作物的生長。 / 減少塑料使用有助於減少水源污染，改善我們的環境。 / 我們必須加強水源維護，以確保未來的水資源安全。 / 每年，政府都會投入資金來改善水源的基礎設施，提升供水效率。 / 隨著氣候變化，很多地區面臨著水源短缺的挑戰，需要尋找新的解決方案。,n,主要水源 / 水源污染 / 水源供應 / 水源短缺 / 水源利用 / 水源維護,"尤, 有助, 供水, 塑料"
2798,順利通暢，沒有阻礙。[例]在高速公路夜間行車十分順暢。,順暢,形容事情進行得十分順利，沒有阻礙。,Smooth and unobstructed; characterized by a state of ease and flow without hindrance.,他在面試時表現得非常自信，回答問題也很順暢。 / 這條高速公路的通車讓城市之間的交通變得更加順暢。 / 這次合作項目進行得很順暢，讓我們都感到意外的輕鬆。 / 今天的工作進行順暢，提前完成了所有的任務。 / 由於提前做好了計劃，整個活動的籌備過程十分順暢。 / 這種新材料的應用，使得生產流程變得更加順暢，提高了效率。,vs-adj,行駛順暢 / 交通順暢 / 溝通順暢 / 進行順暢 / 運作順暢 / 操作順暢,得
2799,順服、遵從。[例]他順從父母的意思，申請調到家鄉的小學教書。,順從,服從他人的意見或要求，沒有反抗。,To comply or submit to authority or requests.,他總是順從朋友的意見，從不表達自己的看法。 / 順從自己的感覺，有時候能讓你做出更好的選擇。 / 這位年輕藝術家選擇順從內心的創作熱情，放棄了穩定的職業生涯。 / 在社會中，許多人順從傳統的價值觀，不敢挑戰舊有的規範。 / 為了適應新環境，她努力順從當地的文化習俗，希望能更好融入社區。 / 雖然他心中有不同的想法，但在團隊中，他還是選擇了順從大多數人的決定。,va-i,順從父母的意見 / 順從大多數人的決定 / 順從社會的規範 / 順從上級的指示 / 順從傳統的習俗 / 順從道德的標準,
