word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
顛倒,581,上下前後與原本或應有的位置相反。[例]他把前後順序弄顛倒了，趕快重新排好才是。,To invert or reverse the original order or position.,上下、前後與原本或應有的位置相反。,老師發現學生報告的內容顛倒，影響了他們的分數。 / 昨晚的夢境中，時間顛倒，讓我回到童年。 / 這部電影顛倒順序，使結尾變得更具戲劇性。 / 如果交通號誌放顛倒了，會導致嚴重的交通事故。 / 她的話語顛倒了事實，讓人們對事件產生了誤解。 / 在他的新書中，敘述的時間順序顛倒，增加了故事的層次感。,vp-t,順序顛倒 / 次序顛倒 / 顛倒是非 / 方向顛倒 / 顛倒的邏輯 / 顛倒事實,diāndǎo,ㄉㄧㄢ ㄉㄠˇ,
點滴,582,形容零星微小。[例]成功是由血汗與努力點滴匯聚而成的。,Small and insignificant.,形容零星微小的事物或情況。,成功是由血汗與努力點滴聚集而成的。 / 我們在旅程中收集了每一個與朋友相處的點滴，成為珍貴的回憶。 / 即使遇到挫折，我也會從每個點滴中學習，讓自己變得更強大。 / 每當我回想起過去的點滴，都能感受到當時的喜怒哀樂。 / 從孩子的笑聲中，我體會到了生活中那些微小的點滴快樂。 / 友誼的建立需要時間和心力的投入，正是這些點滴讓關係更加深厚。,n,生活的點滴 / 心中的點滴 / 人生的點滴 / 學習的點滴 / 成功的點滴 / 過去的點滴,diǎndī,ㄉㄧㄢˇㄉㄧ,
點滴,582,俗稱醫療時，靜脈注射的藥劑。如葡萄糖、生理食鹽水等。[例]護士正在替病人打點滴。,Intravenous (IV) drip.,通過細細的管子把藥慢慢地注入到人體內，通常是用來治療或補充身體需要的液體。,他的體力因為生病而變得很差，醫生建議他每天都要打點滴。 / 從昨天晚上開始，他一直在醫院打點滴，今天終於能出院了。 / 點滴中含必要的營養成分，特別適合需要長期治療的病人。 / 醫生建議她來醫院進行點滴治療，以加速康復過程。 / 她在前一晚高燒不退，醫生決定給她準備點滴進行降低高燒。 / 他每隔幾個小時就需要更換一次點滴，以確保藥物能持續有效地釋放。,n,一袋點滴 / 一瓶點滴 / 準備點滴 / 點滴成分 / 醫院的點滴 / 打點滴,diǎndī,ㄉㄧㄢˇㄉㄧ,
奠定,583,建立、確立。[例]今日的努力，奠定日後成功的基礎。,To establish a basis for something.,建立和確立某種基礎或條件，使其穩定。,通過長時間的努力，老師不僅奠定了學生的知識基礎，也培養了他們的學習興趣。 / 這次社區服務活動，讓居民之間的互動更加頻繁，奠定了未來團結合作的良好基礎。 / 積極的家庭教育奠定了孩子人生觀和價值觀的重要基礎，影響他們未來的成長。 / 在國際合作中，各國領袖的相互信任奠定了和平穩定的基礎，使合作更加順利。 / 學校為學生提供的實習機會，奠定了他們未來就業的競爭力，讓他們更具實戰經驗。 / 這部電影不僅奠定了導演的藝術風格，也影響了後來許多電影製作人的創作方向。,vp-t,奠定基礎 / 奠定地位 / 奠定信心 / 奠定優勢 / 奠定成果 / 奠定制度,diàndìng,ㄉㄧㄢˋ ㄉㄧㄥˋ,
巔峰,584,比喻情況到達最高點。[例]他的人生正值巔峰狀態，卻因染上毒癮，而失去一切。,The highest point or peak; metaphorically used to refer to a situation or state that has reached its maximum level or intensity.,山的最高點或物體的頂端。比喻情況到達最高點。,科學家的研究成果讓人類的科技進步達到了新的巔峰。 / 在職場上，他的巔峰表現，不僅為公司帶來了巨大的利益，也使他獲得了升遷機會。 / 他的運動生涯巔峰時期，打破了多項世界紀錄，成為多數少年心目中的英雄。 / 對於這位作家來說，他的巔峰時刻就是他寫的那部經典小說。 / 在音樂會上，樂團的演出達到巔峰，觀眾的熱情反應讓演出者倍感驚喜。 / 這場比賽中，選手們的表現達到了巔峰，讓所有觀眾驚嘆不已。,n,巔峰時刻 / 巔峰時期 / 巔峰狀態 / 人生的巔峰 / 達到巔峰 / 巔峰體驗,diānfēng,ㄉㄧㄢ ㄈㄥ,
顛覆,585,採取非法手段推翻合法政權。[例]顛覆政府,To overthrow. To turn upside down.,以非法手段推翻合法的政府。現在多指為推翻既有的思想、觀念、說法等,在歷史上，許多政府因為內部腐敗而被顛覆。 / 一些極端組織試圖顛覆當地的和平與安定。 / 這群年輕人被政府指控顛覆國家安全的罪名。 / 新的商業模式正在顛覆傳統產業，讓許多公司不得不重新思考經營策略。 / 這種新的教學方法顛覆了傳統的學習方式，讓學生更主動地參與。 / 這場改革的目標是顛覆舊體制，建立更加公平的制度。,va-t,顛覆政府 / 顛覆權威 / 顛覆社會秩序 / 顛覆體制 / 顛覆思想 / 顛覆傳統,diānfù,ㄉㄧㄢ ㄈㄨˋ,
店家,586,稱店鋪的主人或夥計。[例]店家！麻煩給我一包鹽！,A shopkeeper or store owner.,經營商店的人或工作人員。,我今天去的店家剛好有買一送一的優惠，省了不少錢。 / 這裡的店家的服務態度都很好，讓我感到非常舒適和滿意。 / 在這個週末，附近店家都推出了限時折扣，非常適合想要省錢的顧客。 / 店家的評價一直很高，讓我決定要來親自體驗一下他們的服務。 / 隔壁的店家今天舉辦了促銷活動，讓不少路過的人停下來觀望。 / 店家的推薦菜色果然沒有讓我失望，下次我還會再來光顧。,n,店家的服務 / 店家的商品 / 店家的價格 / 店家的評價 / 附近店家 / 店家的推薦,diànjiā,ㄉㄧㄢˋㄐㄧㄚ,
店面,587,商店做門市交易的地方。[例]黃金店面多座落在交通方便、人潮不斷的地方。,A storefront.,商店進行門市交易的地方，通常位於交通方便、人潮眾多的地區。,這條街店面設計現代又舒適，讓顧客有一個愉快的購物體驗。 / 我最近發現了一家小店面，裡面賣的都是手工製作的藝術品，非常精緻。 / 每當假日來臨，這個區域的店面裝飾都會特別用心，營造出熱鬧的氛圍。 / 某些店面的租金即使高於市場價格，仍然吸引企業入駐，以利用地理位置優勢。 / 這些實體店面不僅產品多樣化，還提供專業的顧客服務，讓人印象深刻。 / 交通便利的店面讓人們更容易前來購物，提升了商業活動的頻率。,n,一個店面 / 新的店面 / 老店面 / 實體店面 / 店面租金 / 交通便利的店面,diànmiàn,ㄉㄧㄢˋ ㄇㄧㄢˋ,
點燃,588,引火使其燃燒。[例]選手代表手持火把，點燃聖火，運動會便由此揭開序幕。,To ignite or set fire to something.,使某個物體開始燃燒。,他的成功故事點燃了無數年輕人追逐夢想的希望。 / 在她的演講中，點燃了所有人的希望與夢想，讓大家重新相信未來。 / 她的舞蹈觸動了每個人的心靈，彷彿在一瞬間點燃了大家的激情與活力。 / 學校舉辦的科技展覽，吸引了許多學生參觀，點燃了他們對科學的無限好奇。 / 在考試前夕，老師的鼓勵似乎點燃了學生們面對挑戰的信心。 / 他的音樂會不僅是一場表演，更是讓每一位聽眾的夢想與追求點燃。,va-t,點燃希望 / 點燃激情 / 點燃火焰 / 點燃夢想 / 點燃情緒 / 點燃熱情,diǎnrán,ㄉㄧㄢˇㄖㄢˊ,
電台/電臺,589,可以發送或接收無線電波訊息的地方。[例]廣播電臺,A radio station.,進行聲音或數據廣播的設備或機構。,我最期待的事情就是每晚六點準時聽這個廣播電台的音樂節目。 / 他在電台工作已有十年，對於聲音處理技術相當精通。 / 電台的主播總是能夠用幽默的話語來吸引聽眾。 / 這家國際知名電台的主播，經常訪問來自各國的音樂人。 / 電台最近推出了一檔專門介紹本地文化的節目，受到許多聽眾的喜愛。 / 我經常在跑步時聽電台節目，這樣不僅能放鬆心情，還能了解最新的運動資訊。,n,電台節目 / 聽電台 / 廣播電台 / 知名電台 / 電台主播 / 主持電台,diàntái,ㄉㄧㄢˋㄊㄞˊ,
殿堂,590,高大的建築物。引申為偉大神聖的地方。[例]議會是民主議事的殿堂。,A grand building; extended meaning refers to a magnificent and sacred place.,高大的建築物，通常用於宗教或重要事務，延伸為偉大神聖的地方。,這座古老的殿堂保存了許多歷史文物，讓人感受到過去的輝煌。 / 學校的圖書館被稱為知識的殿堂，讓每一位學生都能在這裡尋找到學習的樂趣。 / 這位音樂大師的優秀成就，讓他在音樂殿堂中獲得了很高的地位。 / 在這座文化殿堂舉辦的展覽，讓人們更深入地了解這個民族的傳統與歷史。 / 政治殿堂裡的辯論，讓公眾看到了不同觀點之間的激烈碰撞。 / 在這個紀念殿堂中，人們懷念為國犧牲的英雄，感受到深刻的敬意。,n,一座殿堂 / 藝術殿堂 / 知識的殿堂 / 學術殿堂 / 政治的殿堂 / 人民的殿堂,diàntáng,ㄉㄧㄢˋㄊㄤˊ,
點綴,591,襯托裝飾。[例]閃爍的星光將夜空點綴得萬般迷人。,To decorate or embellish by adding highlights or accents.,在某物上加上一些小裝飾，使其更美麗或突出。,春天的花朵點綴著大地，讓人感受到生命的美好。 / 這幅畫作中的色彩點綴，讓畫面充滿了動感與活力。 / 他用獨特的風格的詞彙，為這篇文章點綴了許多生動的描述。 / 音樂的點綴讓這部電影的情感更加深刻。 / 美麗的陽光點綴在海面上，閃耀著金色的光芒。 / 這座城市的街道上，藝術品的點綴增添了許多文化氣息。,vp-t,點綴著 / 點綴在 / 色彩點綴 / 美麗的點綴 / 生活的點綴 / 裝飾的點綴,diǎnzhuì,ㄉㄧㄢˇㄓㄨㄟˋ,
吊,592,懸掛。[例]懸吊、垂吊、上吊　◎,To hang or suspend.,懸掛在空中或某物體上。,老師在教室裡吊了一幅世界地圖，方便學生們了解不同國家的位置。 / 餐廳的天花板吊著一些小植物，讓用餐的地方更舒適。 / 工人吊著建築材料，小心翼翼地安裝。 / 喜宴餐廳門口吊著紅燈籠，充滿了大喜的氛圍。 / 那名演員表演時，整個人吊在空中，令人驚嘆。 / 廟裡吊著一口古老的大鐘，每天清晨都會響。,va-t,吊起 / 吊掛 / 吊在 / 吊著 / 倒吊 / 吊放,diào,ㄉㄧㄠˋ,
雕,593,經刻鏤或彩畫裝飾的。[例]雕欄玉砌、雕梁畫棟,To carve or engrave.,刻在物體上，使其呈現出特定的形狀或圖案。,古老的寺廟裡，木頭窗戶上雕著精美的龍鳳圖案，十分壯觀。 / 他在課堂上學習如何雕木頭，體驗傳統工藝的魅力。 / 這座古老牆上雕著白色的圖像，非常華麗。 / 除了雕石頭以外，這名雕刻家還使用金屬來雕刻。 / 這座博物館最有名的作品就是古代藝術家把一塊玉雕成一顆白菜。 / 他在木頭上雕出一朵花。,va-t,雕著 / 雕石頭 / 雕木頭 / 雕花 / 雕成 / 雕出,diāo,ㄉㄧㄠ,
雕,593,雕刻的技術或成品。[例]竹雕、木雕、浮雕,Carvings or engravings.,雕刻的技術或成品。,他在藝術展上展示了一幅精美的木雕作品，引起了觀眾的讚嘆。 / 這座古老的寺廟裡有許多精緻的石雕，講述著歷史的故事。 / 她用心雕刻的竹雕，讓每一根竹子都看起來像藝術品一樣。 / 在博物館裡，我看到了許多来自不同文化的浮雕，讓我大開眼界。 / 古城裡的牆面上飾有精美的浮雕，反映出當時的繁榮與文化。 / 這座公園裡的石雕藝術品，吸引了許多遊客來此拍照留念。,N,木雕 / 竹雕 / 浮雕 / 石雕 / 竹雕 / 花雕,diāo,ㄉㄧㄠ,
雕刻,594,雕鑿刻畫。[例]這位藝術家擅長雕刻佛像，許多寺廟裡都有他的作品。,To carve or engrave.,對物體進行雕鑿和刻畫，使其形成特定的形狀或圖案。,博物館裡展示了許多美麗的雕刻作品，吸引了很多遊客前來欣賞。 / 這位藝術家擅長雕刻動物，特別是精美的小鳥，十分生動。 / 在這些精緻的雕刻品中，能感受到藝術家對於每一個細節的用心。 / 他正在學習雕刻技巧，希望能創作出屬於自己的藝術作品。 / 這位藝術家正在用木頭雕刻一隻老鷹。 / 古代廟宇的柱子上雕刻著精美的圖案。,va-t,作品雕刻 / 藝術雕刻 / 雕刻作品 / 雕刻技術 / 出色的雕刻 / 手工雕刻,diāokè,ㄉㄧㄠ ㄎㄜˋ,
雕塑,595,雕刻塑造成的藝術作品。[例]公園裡的雕塑出於大師手筆，極具藝術價值。,A sculpture.,雕刻和塑造成的藝術作品。,這座公園裡的雕塑代表了城市的歷史與文化。 / 最近市中心的雕塑展覽吸引了不少遊客前來參觀。 / 藝術家用回收的材料創作出一件獨特的雕塑，引發了大家對環保的思考。 / 這位年輕藝術家的雕塑作品在拍賣會上打破了紀錄，引起了廣泛關注。 / 每當我走過那座雕塑，總會想起當年那段珍貴的回憶。 / 在國際藝術展覽會上，這件雕塑作品引發了極大的討論與欣賞。,n,雕塑藝術 / 雕塑作品 / 立體雕塑 / 現代雕塑 / 古典雕塑 / 公共雕塑,diāosù,ㄉㄧㄠ ㄙㄨˋ,
雕塑,595,雕刻塑造。[例]這尊石膏像雕塑得栩栩如生，十分逼真。,To carve and shape a sculpture.,雕刻和塑造出立體的藝術作品。,這位雕塑藝術家用了兩年的時間，雕塑了一個大型的雕像。 / 他小心仔細地雕塑著一顆珍貴的寶石。 / 這群環保藝術家使用資源回收雕塑出一個個有趣的作品。 / 在大學的藝術系，學生們學習如何雕塑，表達自己的情感。 / 他用颱風過後海邊的木頭雕塑出椅子。 / 我使用刀子雕塑一個模型，但不小心割傷了手指。,Va-t,雕塑作品 / 雕塑設計 / 雕塑了 / 雕塑著 / 雕塑出 / 雕塑成,diāosù,ㄉㄧㄠ ㄙㄨˋ,
雕像,596,以人物為題材的雕刻作品，通常以銅、大理石、木材為材料。[例]這尊雕像真是栩栩如生，極為傳神。,A statue.,以人物或動物為題材的立體作品，通常用石頭、金屬或木材製作。,在公園裡，有一尊雕像紀念著勇敢的人。 / 我常常帶著孩子來看這尊雕像，教他們學習歷史故事。 / 公園中央放著一座英雄的雕像，吸引了很多遊客拍照。 / 雕像的設計靈感來自於古代神話，讓人感到神秘而又驚奇。 / 在藝術展覽上，這件雕像引起了許多觀眾的讚歎與討論。 / 他們決定為這位科學家建造一座雕像，以紀念他的貢獻。,n,一尊雕像 / 精美的雕像 / 巨大的雕像 / 雕像展示 / 雕像的造型 / 紀念雕像,diāoxiàng,ㄉㄧㄠ ㄒㄧㄤˋ,
疊,597,用手摺疊。[例]疊被、折疊,To fold or stack.,用手把物品重疊在一起或整理整齊。,她把衣服疊好，放進櫃子裡。 / 她有很好的生活習慣，一起床就會把被子疊整齊。 / 每次洗完衣服以後，他都會把衣物仔細疊好，免得皺掉。 / 他把書和雜誌疊在一起，讓房間看起來整潔一些。 / 在派對上，朋友們幫忙將用過的餐具疊起來，以便更快清理桌面。 / 他們把杯子疊成一座小山，準備宴會時倒酒慶祝。,va-t,疊衣服 / 疊被子 / 疊成 / 疊起來 / 疊在一起 / 疊好,dié,ㄉㄧㄝˊ,
疊,597,量詞：(1)計算重疊堆積物的單位。[例]一疊紙、兩疊文件　(2)計算樂曲章節的重覆吟唱或演奏的單位。[例]陽關三疊,"A measure word for counting stacked or piled items, such as sheets of paper or documents; also used to indicate the repetition of sections in music.",物體重疊在一起的單位。,他的辦公桌上有一疊文件等著他簽署。 / 每個月，圖書館都會收到一疊新書。 / 我從抽屜裡拿出一疊舊照片，想要回憶過去的時光。 / 老師發給學生們一疊練習題，幫助他們準備考試。 / 我需要一疊紙來列印我的報告。 / 他在咖啡廳的桌上留下了一疊鈔票，讓服務生感到驚訝。,m,一疊紙 / 一疊文件 / 一疊鈔票 / 一疊照片 / 一疊書 / 一疊資料,dié,ㄉㄧㄝˊ,
釘2,598,"to nail, to sew on","To nail, to sew on.",把物品用釘子固定在某個地方，或是在布上縫上小物品。,把藝術作品釘在牆上時，必須先測量好距離，以免掛不上。 / 小朋友們在學校學習如何釘釘子，增進他們的生活技能。 / 在農場裡，工人們需要釘上標籤，以便區分不同的品種。 / 我在社區活動中，負責幫忙釘上宣傳海報，吸引更多人參加。 / 為了防止風把帳篷吹走，我們需要用釘子把它牢牢固定在地上。 / 山區管理部門的人員負責釘上安全警告牌子，以提醒遊客注意安全。,va-t,釘釘子 / 釘入 / 釘標籤 / 釘上 / 釘在 / 釘東西,dīng èr,ㄉㄧㄥ ㄦˋ,
丁,599,方形的小型塊狀物。[例]雞丁、肉丁,"A small cube or chunk, typically referring to diced food items.",方形的小塊物體。,為了讓這道菜更美味，我把雞肉切成小丁，加了一些香料。 / 妹妹喜歡把蘋果切丁後放在沙拉裡，這樣吃起來很清爽。 / 他們的家常菜常常加入豆腐丁，讓菜更有口感。 / 這道菜裡放了豬肉丁和馬鈴薯丁，讓整體味道更加豐富。 / 她特別愛把香蕉切丁，然後放進牛奶裡，這樣早餐更有營養。 / 為了讓湯更有層次感，我在裡面加了一些蔬菜丁。,n,雞丁 / 肉丁 / 蔬菜丁 / 切丁 / 豆腐丁 / 水果丁,dīng,ㄉㄧㄥ,
丁,599,天干的第四位。,The fourth of the ten Heavenly Stems. Fourth in a sequence.,排列次序的等級。在甲、乙、丙之後，表示第四級或較差的等級。,學校的考試成績分為甲、乙、丙、丁四個等級，丁代表成績較差。 / 他在這次考試中得了丁等，決定努力學習以改善自己的成績。 / 在風水學中，丁代表著紅色和火焰。 / 每次年底，公司都會按照甲、乙、丙、丁的標準來評價員工的表現。 / 在這次美術競賽中，丁級的作品雖然不被看好，但創意卻讓人驚喜。 / 我現在才知道，原來華人會用甲乙丙丁來表示成績的好壞。,n,丁等 / 甲乙丙丁 / 丁組 / 排名丁 / 丁選項 / 丁級,dīng,ㄉㄧㄥ,
釘1,600,a nail,A nail.,一種小而尖的金屬物品，通常用來將物品固定在一起。,我買了需要組合的櫃子，沒想到釘錯了，現在得把釘子全都拔起來。 / 我打釘子的時候不小心敲到自己的手。 / 在修屋頂的時候，我發現有些不符合規格，必須更換。 / 弟弟的小腿受傷了，醫生說要動手術放進鋼釘。 / 老師教我們用釘子固定模型，這樣才能展示我們的木工設計。 / 這個書架需要更多的木釘來增加它的穩定性。,n,一根釘子 / 打釘子 / 拔釘子 / 木頭釘 / 鋼釘 / 鐵釘,dīng,ㄉㄧㄥ,
頂點,601,數學上指三角形中任何兩邊相交所形成的交點或錐體的尖頂。[例]三角形的三個頂點加起來共180度。,A vertex; the point where two sides of a triangle meet or the tip of a cone.,在數學上，指三角形中任何兩邊相交所形成的交點或尖頂。,三角形的三個頂點加起來共一百八十度。 / 在數學課上，我們學習如何計算三角形頂點的角度。 / 頂點的定義在幾何學中非常重要，特別是在研究多邊形時。 / 在建築設計中，頂點的角度對於結構的穩定非常關鍵。 / 頂點的特性直接影響到圖形的對稱性和美觀性。 / 在登山時，我們終於抵達了山峰的頂點，風景壯觀得讓人驚嘆。,n,頂點的特性 / 頂點的數量 / 頂點的定義 / 頂點的角度 / 連接頂點 / 頂點的座標,dǐngdiǎn,ㄉㄧㄥˇ ㄉㄧㄢˇ,
頂點,601,最高點。[例]他終於爬上這座山的頂點。,The highest point or peak.,最高點。,長時間的訓練讓她的運動表現達到頂點，獲得了金牌。 / 在這部電影中，故事情節最高潮的部分就是角色之間的衝突達到頂點。 / 音樂會的最後一首曲子讓整個氛圍達到頂點，觀眾們都站起來鼓掌。 / 這項科技的突破，讓人類探索太空的能力達到了一個新的頂點。 / 這次展覽展示了許多藝術家的珍貴作品，讓觀眾感受到當代藝術的頂點。 / 在她的職業生涯中，這次演講讓她的知名度達到了頂點，吸引了許多媒體的關注。,n,達到頂點 / 爬到頂點 / 生命的頂點 / 學業的頂點 / 藝術的頂點 / 心靈的頂點,dǐngdiǎn,ㄉㄧㄥˇ ㄉㄧㄢˇ,
訂定,602,制定。[例]購屋時須訂定契約，將產權交代清楚。,To establish a specific regulation or agreement.,制定一個計畫、規則或條件，並正式確定。,在工作會議上，主管要求大家一起討論並訂定下個季度的業務目標。 / 為了改善交通狀況，政府訂定了新的交通管理方案和相關規定。 / 訂定合約時，雙方必須詳細檢查每一條款，確保沒有遺漏。 / 為了提升服務品質，酒店管理層決定訂定新的客戶滿意度評估標準。 / 在年度預算報告中，財務部門需要訂定明確的資金使用計畫。 / 學校每年都會訂定一個暑假作業的範圍，讓學生能夠有系統性地複習。,va-t,訂定合約 / 訂定計畫 / 訂定目標 / 訂定標準 / 訂定規則 / 訂定條件,dìngdìng,ㄉㄧㄥˋㄉㄧㄥˋ,
頂端,603,最上部、頂點。[例]塔的頂端裝有一支避雷針。,The peak or vertex.,最上部或最高點。,從山上頂端看出去，整個城市的美景盡收眼底。 / 這棵樹的頂端長滿了葉子，但還有幾個樹枝需要剪掉。 / 島嶼上最高峰的頂端覆蓋著白雪，吸引了許多喜愛滑雪的人前來挑戰。 / 鳥在高空飛翔，當它們飛到建築的頂端時，周圍的景色格外迷人。 / 他們計畫在山峰的頂端設置一個觀景平台，讓更多人能夠享受美麗的自然風光。 / 這棵植物的頂端開著美麗的花朵，吸引了許多蜜蜂來訪。,n,建築的頂端 / 山峰的頂端 / 塔的頂端 / 樹的頂端 / 教堂的頂端 / 圍牆的頂端,dǐngduān,ㄉㄧㄥˇ ㄉㄨㄢ,
頂尖,604,最好的、最優秀的。[例]臺灣畫眉貌雖不驚人，卻是鳥類中頂尖的歌唱高手。,Elite; the best in a particular field.,最好的、最優秀的。,在科技領域，臺灣的研發團隊經常和國際頂尖的公司合作。 / 為了成為頂尖的運動員，他每天都進行高強度的訓練，力求突破自我。 / 頂尖的大學不僅提供優良的教育資源，還鼓勵學生進行創新研究。 / 在音樂比賽中，來自各地的頂尖選手拒載一堂，展現他們的驚人實力。 / 為了提升公司的競爭力，管理層決定引進頂尖的技術和專家來改進生產流程。 / 這家餐廳的主廚是頂尖的烹飪專家，料理總是讓人佩服不已。,vs-adj,頂尖的選手 / 頂尖的團隊 / 頂尖的技術 / 頂尖的學校 / 頂尖的企業 / 頂尖的表現,dǐngjiān,ㄉㄧㄥˇㄐㄧㄢ,
定居,605,在固定的地方居住下來。[例]他過去一直居住在國外，最近才回國定居。,To settle down in a location.,在固定的地方長期居住下來。,許多人夢想能在美麗的海邊城市定居，享受舒適的生活。 / 他們在外國工作多年，決定定居下來，開始新的人生階段。 / 在這個繁忙的城市裡，找到一個適合定居的地方並不容易。 / 在工作的考量下，他們最終決定在國外定居，開展新的職業生涯。 / 這對夫妻一直想要在風景優美的鄉村定居，離開城市的擁擠和噪音。 / 在退休後，他們計劃回到故鄉定居，享受平靜的生活。,vp-i,定居國外 / 適合定居 / 永久定居 / 長期定居 / 定居計畫 / 定居工作,dìngjū,ㄉㄧㄥˋㄐㄩ,
定律,606,在一定的條件下，說明現象的程序或關係，數學中有時用公式來表示。[例]物質不滅定律,A law or principle.,在一定的條件下，說明現象的程序或關係，數學中有時用公式來表示。,物質不滅定律告訴我們，在一個封閉的系統內，物質不會隨意消失或產生。 / 在學習化學時，我們經常會提到熱力學定律的應用。 / 物理學的定律為我們解釋了運動和力之間的基本原理。 / 數學中的勾股定律，提供了直角三角形邊長之間的關係，非常實用。 / 物質不滅定律讓我們明白，化學反應中，原子的總數在反應前後是不變的。 / 在生活中，我們經常能看到「需求法則」，這是經濟學中的一種定律，解釋了價格與需求之間的關係。,n,物質不滅定律 / 物理學定律 / 熱力學定律 / 量子定律 / 科學定律 / 數學定律,dìnglǜ,ㄉㄧㄥˋㄌㄩˋ,
叮嚀,607,囑咐。[例]再三叮嚀、鄭重叮嚀,To urge or remind someone repeatedly.,反覆而認真地囑咐某件事。,老師在考試前，反覆叮嚀我們要仔細檢查答案。 / 在旅行之前，朋友特別叮嚀我不要忘記帶護照。 / 他輕聲叮嚀孩子們，要注意不要跑太快，以免跌倒。 / 在畢業典禮上，校長叮嚀我們要珍惜這段美好的時光。 / 在野外露營時，長輩叮嚀我們要小心點火，以免發生意外。 / 媽媽每天早上都會叮嚀我記得吃早餐，這樣才有力氣上學。,va-t,再三叮嚀 / 細心叮嚀 / 特別叮嚀 / 反覆叮嚀 / 時常叮嚀 / 不斷叮嚀,dīngníng,ㄉㄧㄥ ㄋㄧㄥˊ,
定位,608,引申為對人物下論斷或評價。[例]角色定位,To assess the role or status of someone or something.,是指對某個人或事物的特定位置或角色進行判斷和評價。,企業在進行市場定位時，必須充分了解消費者的需求和偏好。 / 在學校裡，老師幫助學生進行自我定位，以便找到適合自己的學習方法。 / 這個品牌的市場定位清晰明確，專注於年輕消費者群體，以提升市場競爭力。 / 這個活動的目標定位是促進社區居民之間的交流與合作。 / 公司在進行產品定位時，需要分析競爭對手的優勢和劣勢。 / 在設計產品時，清楚的市場定位是成功的關鍵之一。,Vp-i,市場定位 / 品牌定位 / 產品定位 / 目標定位 / 自我定位 / 角色定位,dìngwèi,ㄉㄧㄥˋㄨㄟˋ,
定位,608,用儀器測量以確定位置。[例]前輪定位,To position or determine the location of something using instruments.,用儀器測量以確定某物體的位置。,現代科技的進步讓人們更方便使用定位系統來找到目的地。 / 有些手機配備了精準的定位服務，以提升使用者的體驗。 / 隨著交通管理的發展，車輛的定位技術變得越來越重要，尤其是在城市中。 / 現代人越來越不習慣看地圖，因此許多汽車公司開始在車輛上安裝定位系統。 / 最新的定位檢測技術使得工廠自動化管理變得更加有效率和精準。 / 為了更好地提供服務，商家需要準確的顧客定位來了解他們的需求。,va-t/N,定位系統 / 定位服務 / 定位技術 / 自動定位 / 精準定位 / 市場定位,dìngwèi,ㄉㄧㄥˋㄨㄟˋ,
定型,609,一定的模式。[例]演藝人員必須嘗試各種腳色，否則一旦定型，便不易突破。,A fixed pattern or a set type.,形成一定的模式或固定的形象。,許多演員在事業初期經常需要突破定型角色，才能獲得更多不同的機會。 / 面對職場的壓力，年輕人常常感到被定型為某種固定的職業形象，難以展現真實自我。 / 在漫畫作品中，反派角色的定型常常使得故事情節變得可預測，缺乏新鮮感。 / 社會對於女性角色的定型觀念，常常影響她們在職場上的發展與升遷機會。 / 為了避免被市場定型，許多創作者努力探索多元的表達方式，以吸引各類型的觀眾。 / 在設計新產品時，團隊必須小心避免使用已經定型的設計元素，以免喪失新鮮感。,vp-i,想法定型 / 社會的定型 / 思維的定型 / 角色的定型 / 形象的定型 / 文化的定型,dìngxíng,ㄉㄧˋㄒㄧㄥˊ,
釘子,610,用鋼鐵或竹木製成，可貫穿物體使其固定的長尖形東西。[例]他在牆上釘了一根釘子掛畫。　◎,A nail.,又長又尖的物品，可以放進物體中，幫助固定。,這些釘子的長度剛好適合這個木板，不用擔心釘子會露出來。 / 在修理椅子的時候，他發現有好幾個釘子都被拔掉了，需要重新釘上。 / 釘子的材質直接影響了它的強度，因此在選擇釘子時要特別注意。 / 她用釘子固定了書架，這樣就不用擔心書籍掉下來了。 / 如果要在戶外使用釘子，最好選擇品質比較好的釘子，以延長使用壽命。 / 牆上的釘子鬆了，掛著的畫差點掉下來。,n,使用釘子 / 拔掉釘子 / 用釘子固定 / 釘子的材質 / 釘子的品質 / 釘子帽,dīngzi,ㄉㄧㄥ ㄗ,
丟棄,611,丟掉、拋棄。[例]不管在那裡，不管有沒有人看見，都不可隨意丟棄垃圾。,To discard or abandon.,丟掉、拋棄，不再使用或保留。,在學校的環保活動中，大家都學習如何正確丟棄垃圾。 / 許多人因為容量不足而不願意丟棄過期的食物，導致浪費問題嚴重。 / 在公園裡，隨意丟棄垃圾不僅影響環境，還會讓人感到失望。 / 在大掃除的時候，我們應該挑選出可以丟棄的物品，讓空間更整潔。 / 生活中有很多東西都可以丟棄，我們要學會放下那些不再需要的負擔。 / 為了保持家裡的整潔，我決定將那些多年沒用的舊書丟棄。,va-t,隨意丟棄 / 丟棄舊書 / 丟棄物品 / 不可丟棄 / 無法丟棄 / 丟棄垃圾,diūqì,ㄉㄧㄡ ㄑㄧ,
